,title,price,colour,category,description,brand
828,Austen Square Neck Slit Leg Jumpsuit,46.9,missing,jumpsuits,Austen Square Neck Slit Leg Jumpsuit,Love Bonito
829,Imelda Contrast Collared Top,39.9,missing,tops,<ul><li>Pair it with anything</li><li>Contrast neckline and piping</li><li>High neck collar</li><li>Pleat details</li><li>Material has no stretch</li><li>Concealed back zip closure with hook</li><li>Button fastening at cuff sleeve</li><li>Not lined</li><li>Made with polyester</li></ul>,Love Bonito
830,Fiodrea Flutter Sleeve V Neck Jumpsuit,59.9,missing,jumpsuits,Whoever says bridesmaid's outfits can't be worn again definitely hasn't seen this chic yet functional rendition. Conquer the day effortlessly by pairing yours with block heels and minimal accessorising!,Love Bonito
831,Sawako Halter Jumpsuit,51.9,missing,jumpsuits,Sawako Halter Jumpsuit,Love Bonito
832,Ensley Printed Flutter Sleeve Top,36.9,missing,tops,Retro chic. V-neckline. Button down. Relaxed fit. ,Love Bonito
833,Jopita Printed Ruffle Hem Midi Jumpsuit,49.9,missing,jumpsuits,Jopita Printed Ruffle Hem Midi Jumpsuit,Love Bonito
834,August Knit Cardigan,41.9,missing,outerwear,Layering made easy. Textured knit. Button down. ,Love Bonito
835,Darla Off Shoulder Ruffle Dress,46.9,missing,dress,Do the Cha Cha. Ruffle hem. Cinched waist. ,Love Bonito
836,Abana Twist Sleeve Boxy Top,36.9,missing,tops,Abana Twist Sleeve Boxy Top,Love Bonito
837,Patrice Cuffed Pants,43.9,missing,bottoms,Patrice Cuffed Pants,Love Bonito
838,Dyleu Tie Back Denim Dress,43.9,missing,dress,Summer day staple. V-neckline. Tie back details. ,Love Bonito
839,Scarlett Balloon Sleeve Knit Top,39.9,missing,tops,<ul><li>Flair for the dramatic</li><li>Comfortable knit fabric</li><li>Square neckline</li><li>Balloon sleeve</li></ul>,Love Bonito
840,Grecia Foldover Belted Midi Jumpsuit,59.9,missing,jumpsuits,Grecia Foldover Belted Midi Jumpsuit,Love Bonito
841,Emerson Sash Tie Midi Jumpsuit,51.9,missing,jumpsuits,<ul><li>One-piece wonder</li><li>Button detail</li><li>Tie front</li></ul>,Love Bonito
842,Syret Printed Maxi Dress,69.9,missing,dress,Syret Printed Maxi Dress,Love Bonito
843,Laurel Wrap Top,41.9,missing,tops,it's a wrap. Pleated hem on sleeves. Tie side. Snap button closure at bust area. Non detachable sash front closure.,Love Bonito
844,Elena Foldover Midi Skirt,41.9,missing,skirts,<ul><li>Stay sharp</li><li>Foldover detail</li><li>Pairs with everything</li></ul>,Love Bonito
845,Ruby Printed Shirt Dress,46.9,missing,dress,Freshly squeezed. Bold citrus print. Button down. Cinched waist. ,Love Bonito
846,Raylee Sleeveless Midi Dress,46.9,missing,dress,"Some days call for a little extra. Classic bodycon silhouette. Contrast, ruffle hem. ",Love Bonito
847,Agnes Pleated High Waist Shorts,33.9,missing,shorts,Summer day staple. Pleat front. Cinched waist. ,Love Bonito
848,Luna Tie Front Shirt Dress in Dancing Foliage,49.9,missing,dress,In full bloom. Classic shirt dress. Floral print.,Love Bonito
849,Xylo Tweed Peplum Top,41.9,missing,tops,Xylo Tweed Peplum Top,Love Bonito
850,Lysander Laser-cut Shorts,46.9,missing,shorts,Lysander Laser-cut Shorts,Love Bonito
851,Tansy Mixed Print Midi Dress in Moroccan Reverie,49.9,missing,dress,<b>Specially designed in-house print.</b> You're a work of art. Mixed print. V-neckline.,Love Bonito
852,Analeigh Relaxed Fit Button Down Jacket,51.9,missing,outerwear,"Warm & cozy. Large, tortoiseshell buttons. Relaxed fit. Functional front buttons placket.",Love Bonito
853,Gwen Relaxed Fit Tank Top,36.9,missing,tops,Easily dressed up or down. Lightweight fabric. Nursing-friendly.,Love Bonito
854,Zaylee Belted Romper,43.9,missing,jumpsuit,Inspired by the groovy 60's. Chunky belt to match. Notched lapels.,Love Bonito
855,Mich Stripe Print Wrap Button-Up Dress,49.9,missing,dress,Mich Stripe Print Wrap Button-Up Dress,Love Bonito
856,Eunice Tie Front Shirt Dress in Sunburst Check,53.9,missing,dress,<b>Specially designed in-house print.</b> Can't go wrong with a classic. Tie front. Button down. ,Love Bonito
857,Catalia Wrap Top,39.9,missing,tops,Catalia Wrap Top,Love Bonito
858,Shaye Asymmetrical Contrast Stripe Dress,63.9,missing,dress,Shaye Asymmetrical Contrast Stripe Dress,Love Bonito
859,Burnice Belted Cropped Leg Pants,49.9,missing,bottoms,Updated workwear classic. Chunky belt to match. High waisted. Legs for days. ,Love Bonito
860,Shirina Belted Trumpet Skirt,41.9,missing,skirts,<ul><li>Some days call for a little extra</li><li>Houndstooth print</li><li>Trumpet hem</li></ul>,Love Bonito
861,Megan High Neck Knit Sweater,39.9,missing,outerwear,Stay cosy. Ribbed detail. Curved hem. ,Love Bonito
862,Monaris Tie Front Dress,41.9,missing,dress,"Made for dreamy, summer day picnics. Floral print. Sweetheart neckline. Tie front detail.",Love Bonito
863,Caricia Flare Sleeve Romper,49.9,missing,jumpsuit,<ul><li>For the modern minimalist</li><li>Flare sleeve</li><li>Sits close to the body</li></ul>,Love Bonito
864,Yozmyn Asymmetrical Cascade Ruffle Top,36.9,missing,tops,Think basic with layered panels when going for a minimalist look.,Love Bonito
865,Bennet Elastic Waist Denim Shorts,39.9,missing,shorts,Daytime dressing made easy. Grows with your bump. Cuffed hem. ,Love Bonito
866,Adele Printed Wide Leg Pants,43.9,missing,bottoms,<b>Specially designed in-house print.</b> Updated for the modern girl. Wide leg. Contrast hem. ,Love Bonito
867,Irin Plaid Foldover Shorts,39.9,missing,shorts,These dressed-up shorts designed with a classic plaid print are a versatile bottom for both work and play.,Love Bonito
868,Flannery Pleated Pencil Skirt,43.9,missing,skirts,Updated workwear classic. Unique foldover detail. Classic pencil skirt silhouette. ,Love Bonito
869,Zenovia Contrast Piping Top,33.9,missing,tops,Pairs with just about everything. Contrast piping. Round neckline. ,Love Bonito
870,Miranda Pleated A-line Skirt in Midnight Check,49.9,missing,skirts,<b>Specially designed In-house print.</b> For the modern minimalist. Updated colourblock design. Classic A-line silhouette. ,Love Bonito
871,Sara Belted Wide Leg Culottes,46.9,missing,bottoms,One in every colour. Contrast stitching. Chunky belt to match. ,Love Bonito
872,Wren Button Front High Waist Shorts,36.9,missing,shorts,Wren Button Front High Waist Shorts,Love Bonito
873,Noelle Sash Tie Tunic Top,43.9,missing,tops,For the modern minimalist. V-neckline. Button down. Puff sleeves. ,Love Bonito
874,Romilly Peplum Top,39.9,missing,tops,Work-to-weekend vibes. V-neckline. Cap sleeve. ,Love Bonito
875,Peaseblossom Laser-cut Pencil Dress,69.9,missing,dress,Peaseblossom Laser-cut Pencil Dress,Love Bonito
876,Sletta Striped Knit Sweater,36.9,missing,outerwear,"Sweater weather or not, this piece is a staple. Made of a medium-weight knit that's all-weather friendly so you can have more wear out of it. The stripes add that preppy touch that works every time.",Love Bonito
877,Cassandra Shoulder Cutout Jumpsuit,59.9,missing,jumpsuits,Done in one. Shoulder cutout detail. Asymmetrical neckline.,Love Bonito
878,Arie Sleeveless Peplum Top,39.9,missing,tops,<p>Updated workwear classic. Asymmetrical peplum hem. ,Love Bonito
879,Laurae Lace Bustier Midi Dress,56.9,missing,dress,"An essential option in the already perfect wedding setting - the all flattering bustier dress. Crafted in premium lace and an elegant fit and flare cut, complete the look with satin heels and minimal accessorising to let your personality shine through.",Love Bonito
880,Pollette Drop Hem Sleeveless Shirt Dress,41.9,missing,dress,Summer day staple. Button down. Collared neckline. Ruffle hem. ,Love Bonito
881,Alyona Tweed High Waist Shorts,36.9,missing,shorts,<ul><li>Comes in a pair for the complete look</li><li>Luxurious tweed</li><li>Tailored fit</li><li>,Love Bonito
882,Weils Panel Midi Pencil Skirt,43.9,missing,skirts,Can't go wrong with a classic. Foldover design. Sits close to the body. ,Love Bonito
883,Arrietta Ruffle Hem Maxi Dress,53.9,missing,dress,"Made for dreamy, summer day picnics. Breathable linen fabric. Flattering square neckline. ",Love Bonito
884,Hadyn Knit Crop Top,33.9,missing,tops,Hadyn Knit Crop Top,Love Bonito
885,Knox Tie-Front Midi Jumpsuit,46.9,missing,jumpsuits,Knox Tie-Front Midi Jumpsuit,Love Bonito
886,Jalym Tweed Midi Jumpsuit,56.9,missing,jumpsuits,Jalym Tweed Midi Jumpsuit,Love Bonito
887,Anaya Denim Tie-front Midi Dress,46.9,missing,dress,Wrapped in a bow. Tie front. Cinched waist. ,Love Bonito
888,Eve V-neck Knit Sweater,39.9,missing,outerwear,"Stay cosy. Soft, ribbed knit. Unique notch neck. Sits close to the body. ",Love Bonito
889,Francine Camisole Top,33.9,missing,tops,Updated for the modern girl. V-neckline. Contrast detail.,Love Bonito
890,Rosaleen V-neck Blouse,33.9,missing,tops,Workwear wardrobe staple. Unique neckline detail. Pairs with just about anything. ,Love Bonito
891,Grissa Cape Sleeve Jumpsuit,61.9,missing,jumpsuits,Power-pose your way into style and confidence with this structured jumpsuit. Featuring statement-making cape sleeves and a tailored bodice that's fitted at the waist. Concealed back zip closure with hook.,Love Bonito
892,Lyana High Waist Shorts,39.9,missing,shorts,Don't forget the matching blazer. Co-ord set. High waist.,Love Bonito
893,Brittanette Belted Pocket Shorts,36.9,missing,shorts,Brittanette Belted Pocket Shorts,Love Bonito
894,Uri Printed Cascade Halter Romper,41.9,missing,jumpsuit,Done in one. Hand-drawn Gingko leaf motifs. Cascading detail. Specially designed In-house print. Concealed back zip closure with hook,Love Bonito
895,Rosalie Midi Knit Cardigan,46.9,missing,outerwear,<ul><li>Stay cosy</li><li>Ribbed texture</li><li>Open front</li></ul>,Love Bonito
896,Dega Tier Camisole Dress,43.9,missing,dress,Dega Tier Camisole Dress,Love Bonito
897,Forie Bell Sleeve Knit Sweater,39.9,missing,outerwear,Forie Bell Sleeve Knit Sweater,Love Bonito
898,Brianna Flutter Sleeve Wrap Dress in Urban Terrazzo,49.9,missing,dress,<ul><li>Perfect for Sunday Brunch</li><li>Abstract print</li><li>Tie side</li><li>Flutter sleeve</li></ul>,Love Bonito
899,Alianna Pleated Colourblock Dress,49.9,missing,dress,Two is better than one. Intricate pleats. Tie front. Layered detail. ,Love Bonito
900,Gilla Printed Crop Pants in Flora Mirage,46.9,missing,bottoms,<b>Specially designed in-house print.</b> You're a work of art. Floral cut-out print. Tailored fit. Peg leg. ,Love Bonito
901,Trelyn Tuxedo Midi Jumpsuit,56.9,missing,jumpsuits,Trelyn Tuxedo Midi Jumpsuit,Love Bonito
902,Lillian Lace Sleeve Midi Dress,53.9,missing,dress,A worthy investment. Delicate floral lace sleeves. Cinched waist. ,Love Bonito
903,Mieth Striped Cap Sleeve Top,36.9,missing,tops,Mieth Striped Cap Sleeve Top,Love Bonito
904,Jackie Slim Fit Mom Jeans,49.9,missing,jeans,Mom would approve. Button-down front. Tapered fit. ,Love Bonito
905,Lenette Broderie Anglaise Ruffle Sleeve Dress,46.9,missing,dress,Love at first sight. Broderie anglaise. Classic A-line silhouette.Flattering square neckline.,Love Bonito
906,Jeliqa Off Shoulder Slit Midi Dress,53.9,missing,dress,Jeliqa Off Shoulder Slit Midi Dress,Love Bonito
907,Jayleen Ripped Mom Jeans,53.9,missing,jeans,Mom would approve. Distressed finish. Peg leg silhouette. ,Love Bonito
908,Yassame Lace Off Shoulder Ruffle Midi Dress,63.9,missing,dress,Yassame Lace Off Shoulder Ruffle Midi Dress,Love Bonito
909,Zelie Colour Block Mock Neck Sweater,41.9,missing,outerwear,Stay cosy. Colour block design. Side button detail.,Love Bonito
910,Xovra Sash Tie Longline Knit Cardigan,53.9,missing,outerwear,Xovra Sash Tie Longline Knit Cardigan,Love Bonito
911,Cressida Cascade Wide Leg Jumpsuit,53.9,missing,jumpsuits,Your desk-to-dinner hero. V-neckline. Cascade detail. ,Love Bonito
912,Edwina Pocket Front Shift Dress,49.9,missing,dress,Smart thinking. Classic shift dress. V-neck. Fully lined front pockets. Concealed side zip closure with hook,Love Bonito
913,Marien Mock Neck Knit Top,36.9,missing,tops,Marien Mock Neck Knit Top,Love Bonito
914,Aliyah Pinstripe Crossover Jumpsuit,56.9,missing,jumpsuits,<ul><li>Get in line</li><li>Pinstripe print</li><li>Halter neckline</li><li>Material has no stretch</li><li>Concealed back zip closure with hook</li><li>Functional side pockets</li><li>Not lined</li><li>Made of polyester</li></ul>,Love Bonito
915,Ophelia Origami Peplum Shorts,39.9,missing,shorts,"A refreshing pair of bottoms to own this season. Elevated with dramatic origami detail, wear yours with a statement toga for an experimental style or simply pair it with a basic tank for an effortless and comfortable vibe. Concealed back zip closure with hook.",Love Bonito
916,Lainey Satin Flutter Sleeve Top,33.9,missing,tops,The perfect pairing tee that’s work-appropriate. Rendered in silky satin fabric and comes with batwing sleeves for maximum comfort. Concealed back button fastening with keyhole opening,Love Bonito
917,Shania Cape Sleeve Shirt Dress,46.9,missing,dress,<ul><li>Some days call for a little extra</li><li>Cape sleeve detail</li><li>Buttons all the way down</li></ul>,Love Bonito
918,Cleo Sash Tie Romper,43.9,missing,jumpsuit,One-piece wonder. Tie front. Button details. ,Love Bonito
919,Brianna Pinstripe Dress,49.9,missing,dress,Brianna Pinstripe Dress,Love Bonito
920,Shanette Cascade Midi Dress,51.9,missing,dress,Updated workwear classic. Cascade detail. Cinched waist.,Love Bonito
921,Judith Midi Bodycon Dress,53.9,missing,dress,Your eight till late fix. Trumpet hem. Sits close to the body. ,Love Bonito
922,Greta High-rise Skinny Ankle Jeans - Black,53.9,missing,jeans,Greta High-rise Skinny Ankle Jeans - Black,Love Bonito
923,Mila Broderie Anglaise Top,36.9,missing,tops,It's all in the details. Broderie anglaise. Tie back detail.,Love Bonito
924,Peleyra Printed Tie Midi Jumpsuit,56.9,missing,jumpsuits,Peleyra Printed Tie Midi Jumpsuit,Love Bonito
925,Lyana Button Front Blazer ,53.9,missing,outerwear,For that extra pop of colour. Co-ord set. Notched lapels. Pearlescent button detail. ,Love Bonito
926,Leia Tweed A-line Mini Dress,43.9,missing,dress,Can't go wrong with a classic. Luxurious tweed. Flattering square neckline. Fringe hem. ,Love Bonito
927,Neima Tie Sleeve Shift Dress in Spring Field,46.9,missing,dress,"<ul><li>Breath of fresh air</li><li>Intricate floral sketches</li><li>Lightweight fabric</li><li>Ribbon tie on the sleeves</li><li>Mini length</li><li><b>Specially designed In-house print</b></li><li>Material has no stretch</li><li>Functional side pocket</li><li>Not lined</li><li>Made of polyester, elastane blend</li></ul>",Love Bonito
928,Trisha Mock Neck Pleated Dress,49.9,missing,dress,Trisha Mock Neck Pleated Dress,Love Bonito
929,Caressa Revere Collar Shirt,36.9,missing,tops,Who else loves a co-ord set? Revere collar. Button down. Slightly cropped. ,Love Bonito
930,Mejika Foldover Dress,43.9,missing,dress,Mejika Foldover Dress,Love Bonito
931,Hadley Wide Leg Pants in Artful Bloom,46.9,missing,bottoms,<b>Specially designed in-house print.</b> Don't forget the matching top. ,Love Bonito
932,Jiovelle Floral Foldover Sash Jumpsuit,59.9,missing,jumpsuits,Jiovelle Floral Foldover Sash Jumpsuit,Love Bonito
933,Lauretta Knot Front Bodycon Dress,51.9,missing,dress,Your eight to late fix. Knot detail. Sits close to the body. ,Love Bonito
934,Vanessa Ruffle Hem Midi Dress,53.9,missing,dress,Just a little peekaboo. Bodycon fit. Flattering square neck. ,Love Bonito
935,Grenalyn Plaid Maxi Dress,59.9,missing,dress,Grenalyn Plaid Maxi Dress,Love Bonito
936,Marta Wide Leg Pants,49.9,missing,bottoms,Marta Wide Leg Pants,Love Bonito
937,Elvyna Pinstripe High Neck Cropped Leg Jumpsuit,46.9,missing,jumpsuits,Elvyna Pinstripe High Neck Cropped Leg Jumpsuit,Love Bonito
938,Nysa Ribbon Tie Jumpsuit,61.9,missing,jumpsuits,Feeling fancy. Sweetheart neckline. Ribbon tie detail.,Love Bonito
939,Ryna V-neck Camisole Jumpsuit,36.9,missing,jumpsuits,"Our Ryna jumpsuit is a simple one-piece that's extremely flattering for any body shape while its soft, easy care fabric offers optimum comfort.",Love Bonito
940,Caeryn Contrast Band Crossover Pants,43.9,missing,bottoms,The soft structure is the key to power dressing. Wear yours confidently with a tailored or slouchy top to give your look a new dimension.,Love Bonito
941,Biel Ruched Bodycon Dress,46.9,missing,dress,On heavy rotation. Grows with your bump. Sits close to the body. ,Love Bonito
942,Prischa Tweed High Waist Cropped Pants,43.9,missing,bottoms,Prischa Tweed High Waist Cropped Pants,Love Bonito
943,Nyomi Puff Sleeve Blouse,33.9,missing,tops,Workwear wardrobe staple. Lightweight fabric. Puff sleeve. ,Love Bonito
944,Analise Scallop Hem Knit Top,36.9,missing,tops,Wear it again and again. Cable knit detail. Scallop hem. Sits close to the body. ,Love Bonito
945,Tiffenat Off Shoulder Top,39.9,missing,tops,"If you’ve got it, flaunt it. A classic off-shoulder that’s appropriate for both business and leisure. Features wide straps, soft ruffles and a concealed zip. Concealed back zip closure",Love Bonito
946,Roxith Cape Sleeve Midi Dress,49.9,missing,dress,Some days call for a little extra. Cape sleeve. Cinched waist. ,Love Bonito
947,Breeda Longline Slit Top,43.9,missing,tops,Longline tees: your stylish hybrid fashion choice. Match with pants for a summery day-time look or with a midi bandage skirt for a dress-look evening getup.,Love Bonito
948,Farrah High Waist Button Front Pants,43.9,missing,bottoms,Farrah High Waist Button Front Pants,Love Bonito
949,Aldina Printed Pencil Dress in Flora Mirage,49.9,missing,dress,<b>Specially designed in-house print.</b> Bold & beautiful. V-neckline. Sits close to the body.,Love Bonito
950,Oakleigh Contrast Panel Linen Dress,46.9,missing,dress,Perfect for Sunday Brunch. Breathable linen fabric. Contrast detail.,Love Bonito
951,Tyomma Button Shoulder Flutter Sleeve Top,33.9,missing,tops,You'll want one in every colour. Button detail. Cap sleeve. ,Love Bonito
952,Marin Lace Overlay Top,43.9,missing,tops,Feeling fancy. Delicate floral lace. Ribbon tie back. Scallop lace trim. ,Love Bonito
953,Chihiro Printed Wrap Romper,46.9,missing,jumpsuit,<b>Specially designed in-house print.</b> In full bloom. Japanese-inspired floral motifs. Crossover detail. Concealed back zip closure with hook. Padded at bust area. Snap button closure at bust area.,Love Bonito
954,Chelsea Tuxedo Dress,59.9,missing,dress,"Suit up, ladies. Button detail. V-neckline. ",Love Bonito
955,Mabel Scallop Hem Knit Dress,41.9,missing,dress,We're bringing scallop back. Figure-hugging knit. Mini length,Love Bonito
956,Martha Mom Jeans,53.9,missing,jeans,Martha Mom Jeans,Love Bonito
957,Medina Mesh Tulle Midi Dress,59.9,missing,dress,Medina Mesh Tulle Midi Dress,Love Bonito
958,Loreia Contrast Layer Peplum Jumpsuit,76.9,missing,jumpsuits,Loreia Contrast Layer Peplum Jumpsuit,Love Bonito
959,Ileana Sleeveless Knit Midi Dress,43.9,missing,dress,"Knit dresses don't have to be chunky and oversized: they can also be sleek, and slimming, and cut with the most flattering scoop neck. We'll be wearing this throughout summer.",Love Bonito
960,Izetta Ruffle Sleeve Belted Jumpsuit,56.9,missing,jumpsuits,Izetta Ruffle Sleeve Belted Jumpsuit,Love Bonito
961,Mamie Flutter Sleeve Shirt,36.9,missing,tops,Easily dressed up or down. V-neckline. Button down. ,Love Bonito
962,Donatella Belted Straight Leg Pants,53.9,missing,bottoms,Don't forget the matching blazer. High-waisted. Matching chunky belt. Leg-lengthening. ,Love Bonito
963,Renata Balloon Sleeve Tie Back Top,36.9,missing,tops,Renata Balloon Sleeve Tie Back Top,Love Bonito
964,Krio Polka Dot Print Pocket Shorts,36.9,missing,shorts,Krio Polka Dot Print Pocket Shorts,Love Bonito
965,Risa Scalloped Crop Top,33.9,missing,tops,We're bringing scallop back. Square neckline. Scalloped hem. Exposed open-end back zip closure,Love Bonito
966,Dana Printed Midi Jumpsuit,53.9,missing,jumpsuits,You're a work of art. Abstract floral print. Button down. ,Love Bonito
967,Miana Acid Wash Denim Skirt,43.9,missing,skirts,"Weekend outfit, check. Classic A-line silhouette. ",Love Bonito
968,Rufina Tailored Sleeveless Crop Top,33.9,missing,tops,Rufina Tailored Sleeveless Crop Top,Love Bonito
969,Joy Cross-back Camisole Dress,29.9,missing,dress,Joy Cross-back Camisole Dress,Love Bonito
970,Nessa Cold Shoulder Halter Neck Top,36.9,missing,tops,<ul><li>For the romantic in you</li><li>Puff sleeves</li><li>Cold shoulder</li><li>Material has no stretch</li><li>Elasticised detail at cuff</li><li>Not lined</li><li>Made of polyester</li></ul>,Love Bonito
971,Kimberly Pleated Midi Skirt,51.9,missing,skirts,Bold & beautiful. Abstract print. Contrast hem. ,Love Bonito
972,Asriel Twist Front Maxi Dress,49.9,missing,dress,Beach vacation #OOTD. Tie front. Slit hem.,Love Bonito
973,Aubree Sash Tie Cascade Ruffle Dress,46.9,missing,dress,Perfect for Sunday Brunch. V-neckline. Tie side. Ruffle hem. ,Love Bonito
974,Sana Pleated High Waist Pants,46.9,missing,bottoms,"<ul><li>High rise & higher standards</li><li>Button detail</li><li>Pleat front</li><li>Cropped length</li><li>Material has no stretch</li><li>Hidden front zip closure with hook and bar fastening</li><li>Lined; Polyester</li><li>Made with polyester, elastane blend</li></ul>",Love Bonito
975,Daya Relaxed Midi T-shirt Dress,39.9,missing,dress,Can't go wrong with a classic. Slit hem. Relaxed fit. ,Love Bonito
976,Esly Pleated Button Down Dress,49.9,missing,dress,Pretty in pleats. Buttons all the way down. Gathered details. Midi length. Functional front button placket.,Love Bonito
977,Alayna Square Neck Camisole Top in Sunburst Stripe,33.9,missing,tops,<b>Specially designed in-house print.</b> Who else loves a co-ord set?  Flattering neckline. ,Love Bonito
978,Cassandra Striped Crop Top,16.9,missing,tops,Cassandra Striped Crop Top,Love Bonito
979,Ino Printed V-neck Top,36.9,missing,tops,Bold & beautiful. On-trend snake print. V-neckline. ,Love Bonito
980,Flynn Cutout Shoulder Top,39.9,missing,tops,"The new wardrobe staple for the girl-next-door. Delicate broderie anglaise, off-shoulder frills and a soft peplum hem — it’s got everything you’re looking for.",Love Bonito
981,Natasha Organza Ruffle Hem Dress,69.9,missing,dress,<p><strong>Studio Collection</strong>,Love Bonito
982,Brylie Lace Overlay Trumpet Dress,61.9,missing,dress,Feeling fancy. Intricate lace overlay. Sits close to the body. Flare hem. ,Love Bonito
983,Palmer Denim Utility Jumpsuit,56.9,missing,jumpsuits,Done in one. Detachable sash. Straight leg. ,Love Bonito
984,Verena Smocked Panel Dress,49.9,missing,dress,Verena Smocked Panel Dress,Love Bonito
985,Kelene Checkered Maxi Shirt Dress,53.9,missing,dress,You're a work of art. Checkered print. Buttons all the way down. Tie front. ,Love Bonito
986,Selena Peplum Bodycon Dress In Floral Symphony,51.9,missing,dress,<b>Specially designed in-house print.</b> Take your workwear wardrobe up a notch. Hand-painted floral motifs. Peplum hem. ,Love Bonito
987,Cartia Button Front A-line Skirt,36.9,missing,skirts,Updated for the modern girl. Tortoiseshell button details. Classic A-line silhouette. ,Love Bonito
988,Cinthia Printed Tie-front Midi Dress,46.9,missing,dress,Perfect for Sunday Brunch. Citrus print. Halter neck. Side slit.,Love Bonito
989,Rynka Ruched Asymmetrical Sleeve Top,33.9,missing,tops,Rynka Ruched Asymmetrical Sleeve Top,Love Bonito
990,Danfricha Pleat Midi Dress,63.9,missing,dress,Danfricha Pleat Midi Dress,Love Bonito
991,Ignacia Puff Sleeve Top,36.9,missing,tops,Ignacia Puff Sleeve Top,Love Bonito
992,Krall Floral Print Romper,46.9,missing,jumpsuit,Krall Floral Print Romper,Love Bonito
993,Rosabelle V-neck Shell Top,36.9,missing,tops,Easily dressed up or down. Floral print overlay. Flutter sleeves. V-back. ,Love Bonito
994,Greta High-rise Skinny Jeans - Medium Wash,53.9,missing,jeans,The one true pair. Legs-for-days magic. Raw hem. ,Love Bonito
995,Majelika Broderie Anglaise Scallop Hem Shorts,39.9,missing,shorts,Majelika Broderie Anglaise Scallop Hem Shorts,Love Bonito
996,Matalia V-neck Dress,51.9,missing,dress,Take your workwear wardrobe up a notch. Textured fabric. Cuffed sleeves. Surplice V-neckline. Slit hem.,Love Bonito
997,Lori Tie Front Jumpsuit,49.9,missing,jumpsuits,"Get vacation-ready with our Lori jumpsuit, featuring camisole straps and a unique, tie-front design. Slides or sneakers will complete the ensemble. Concealed back zip closure",Love Bonito
998,Hadley Sash Tie Shirt in Artful Bloom,43.9,missing,tops,<b>Specially designed in-house print.</b> You're a work of art. Hand-painted strokes. Collared neckline. Button down. Matching sash tie. ,Love Bonito
999,Demi Knit Sweater in Raining Keys,43.9,missing,outerwear,<b>Specially designed In-house print.</b> Stay cosy. Contrast geometric print. ,Love Bonito
1000,Kaylee Balloon Sleeve Dress,49.9,missing,dress,Flair for the dramatic. Cinched waist. Three-quarter sleeves. ,Love Bonito
1001,Lorna High Waist Slit Flare Pants,46.9,missing,bottoms,"A little peekaboo. Slit, flare hem. Sits close to the body. Concealed back zip closure with hook.",Love Bonito
1002,Amanda Denim Jumpsuit,59.9,missing,jumpsuits,Amanda Denim Jumpsuit,Love Bonito
1003,Blake A-Line Denim Miniskirt,43.9,missing,skirts,Summer day staple. Frayed hem. A-line silhouette. ,Love Bonito
1004,Kelsie High Waist Pants in Retro Stencil,46.9,missing,bottoms,You're a work of art. Lightweight fabric. High waisted flare. Legs for days.,Love Bonito
1005,Casiphia Panel Camisole,23.9,missing,tops,"A cami that you'll wanna own in every colour. Ever so versatile, these lightweight staples work to complement any bottom and style.",Love Bonito
1006,Yovela Button Down Dress,51.9,missing,dress,Your new favourite shirt dress. Gathered back for a smaller waistline. Buttons all the way down. Midi length.,Love Bonito
1007,Lovra Printed Asymmetrical Peplum Toga Top,39.9,missing,tops,Lovra Printed Asymmetrical Peplum Toga Top,Love Bonito
1008,Thora Three-Quarter Sleeve Shirt,26.9,missing,tops,"What seems like a classic white shirt has been given a fun, playful detail in the form of its flared, cuff-up sleeves. To keep the silhouette balanced, style with tapered leg pants. We favour preppy loafers to complete the look.",Love Bonito
1009,Gaiyas Contrast Asymmetrical Layered Skorts,43.9,missing,shorts,Gaiyas Contrast Asymmetrical Layered Skorts,Love Bonito
1010,Shaffy Sheer Panel Top,39.9,missing,tops,Shaffy Sheer Panel Top,Love Bonito
1011,Cheyenne Tie Side Blazer,51.9,missing,outerwear,"Suit up, ladies.  Notched lapels. Tie side. ",Love Bonito
1012,Makenna Belted A-line Dress,49.9,missing,dress,Desk to dinner hero. Sweetheart neckline. Chunky belt to match. ,Love Bonito
1013,Aiyana Pleated Multi-way Top,43.9,missing,tops,Pretty in pleats. Wear it cold shoulder or as a cami top. Ruffle hem. Flattering square neckline. ,Love Bonito
1014,Mariana Button Front Midi Jumpsuit,49.9,missing,jumpsuits,<ul><li>Updated for the modern girl</li><li>Square neckline</li><li>Button details on shoulder straps</li><li>Tie front</li></ul>,Love Bonito
1015,Nathalie Plaid Balloon Sleeve Top,46.9,missing,tops,Flair for the dramatic. Timeless plaid print. Button down. Flattering square neck. ,Love Bonito
1016,Candace Contrast Layered Skorts,37.9,missing,shorts,Candace Contrast Layered Skorts,Love Bonito
1017,Flueta Off-shoulder Sleeve Dress,43.9,missing,dress,It's all in the details. Gathered front detail. Ruffle hem. Front slit.,Love Bonito
1018,Zoie Square Neck Midi Jumpsuit in Flora Reverie,76.9,missing,jumpsuits,<p><strong>Studio Collection</strong>,Love Bonito
1019,Amia Satin Cowl Neck Top,33.9,missing,tops,"Best in class. Cowl neck detail. Luxe, silky touch. Skinny shoulder straps. ",Love Bonito
1020,Tatiana Acid Wash Denim Jacket,59.9,missing,outerwear,The wardrobe essential. Acid-wash fade. Regular length.,Love Bonito
1021,Lauryn Jacquard Midi Camisole Dress,59.9,missing,dress,Summer day staple. Luxurious jacquard. V-neckline.,Love Bonito
1022,Marla Tweed Shorts,39.9,missing,shorts,Marla Tweed Shorts,Love Bonito
