,title,price,colour,category,description,brand
1430,Laila Printed Midi Wrap Dress,46.9,missing,dress,<b>Specially designed In-house print.</b> Get in line. Wrap dress silhouette. Tie side. Snap button closure at bust area. Non detachable sash front closure.,Love Bonito
1431,Melanie Printed Denim Crop Top,33.9,missing,tops,For a matchy-matchy look. Co-ord set. Delicate leaf motifs. Sits close to the body. Cropped length. Concealed side zip closure,Love Bonito
1432,Hadetta Bell Sleeve Lace Top,39.9,missing,tops,Hadetta Bell Sleeve Lace Top,Love Bonito
1433,Jakleen Printed Cropped Denim Jacket,49.9,missing,outerwear,Jakleen Printed Cropped Denim Jacket,Love Bonito
1434,Grenlis High Waist Palazzo Pants,33.9,missing,bottoms,Grenlis High Waist Palazzo Pants,Love Bonito
1435,Vittoria Crossback Striped Dress,49.9,missing,dress,Vittoria Crossback Striped Dress,Love Bonito
1436,Sheula Colour Block Eyelet Midi Skirt,46.9,missing,skirts,Overhaul your style giving it a feminine kick. Nothing will do it better than a full skirt that matches everything.,Love Bonito
1437,Gerdith Plaid Print Culottes,43.9,missing,bottoms,Gerdith Plaid Print Culottes,Love Bonito
1438,Ricatia Ruched Mini Dress,41.9,missing,dress,Ricatia Ruched Mini Dress,Love Bonito
1439,Eora Gathered Tie Front Dress,43.9,missing,dress,Eora Gathered Tie Front Dress,Love Bonito
1440,Trudith Textured Camisole,39.9,missing,tops,"Inspired by the romantic Flapper era of the '20s, our Trudith camisole is a statement top crafted with tassel-like textures, making it a party-perfect piece to pair with similarly bold bottoms.",Love Bonito
1441,Fiolyn Slit Cropped Flare Pants,46.9,missing,bottoms,Fiolyn Slit Cropped Flare Pants,Love Bonito
1442,Nova Printed Wrap Dress,49.9,missing,dress,Nova Printed Wrap Dress,Love Bonito
1443,Uyzana Off Shoulder Dress,38.9,missing,dress,Uyzana Off Shoulder Dress,Love Bonito
1444,Pasha Off Shoulder Sash Playsuit,44.9,missing,jumpsuit,Pasha Off Shoulder Sash Playsuit,Love Bonito
1445,Alouette Wide Leg Pants,43.9,missing,bottoms,"The wide-legged pant trend ensues, and we're all for it - the comfort and the flattering cut of culottes can't be beat. Playful front pockets are the standout design detail in our Ghetta pants. Pair with sandals for lazy weekend (without looking lazy) or low-heel boots.",Love Bonito
1446,Philo Button Tab High Waist Pants,46.9,missing,bottoms,Philo Button Tab High Waist Pants,Love Bonito
1447,Elaka Jacquard Culottes,46.9,missing,bottoms,Elaka Jacquard Culottes,Love Bonito
1448,Imogen Colourblock Pencil Dress,46.9,missing,dress,"A classic, pencil dress silhouette has been tailored with a high-waist for a legs-for-days effect, featuring a colourblock design in two colourways.",Love Bonito
1449,Lixette Tie-Front Balloon Sleeve Dress,46.9,missing,dress,Lixette Tie-Front Balloon Sleeve Dress,Love Bonito
1450,Peyton Cutout Shoulder Playsuit,42.9,missing,jumpsuit,Peyton Cutout Shoulder Playsuit,Love Bonito
1451,Devan Balloon Sleeve Romper,46.9,missing,jumpsuit,Done in one. Balloon sleeves. Notch neck. Cinched at the waist. Concealed back zip closure with hook.,Love Bonito
1452,Revel V-neck Midi Dress,39.9,missing,dress,<p>Sleek & chic. V-neckline. Slit hem. Tailored fit.,Love Bonito
1453,Amieva Bell Sleeve Top,34.9,missing,tops,Amieva Bell Sleeve Top,Love Bonito
1454,Meljean Printed Layered Playsuit,42.9,missing,jumpsuit,Meljean Printed Layered Playsuit,Love Bonito
1455,Crelda Crochet Midi Jumpsuit,53.9,missing,jumpsuits,Crelda Crochet Midi Jumpsuit,Love Bonito
1456,Dorota Colorblock Midi Dress,46.9,missing,dress,"Clean lines, earthy hues and a classic form-fitting silhouette — it’s all we've ever asked for and more. Throw on a pair of kitten heels and fitted blazer and you’re ready to take on the new week. Concealed back zip closure with hook",Love Bonito
1457,Covet Vyrika Vest,39.9,missing,outerwear,Covet Vyrika Vest,Love Bonito
1458,Jaelle Plaid Fringe Hem Dress,46.9,missing,dress,Jaelle Plaid Fringe Hem Dress,Love Bonito
1459,Metisha Ruched Sash Tie Top,33.9,missing,tops,"Trendy yet classic, this sash-tie top is the epitome of feminine chic. Opt for tone on tone styling for a fresh, urban appeal.",Love Bonito
1460,Marjorie Broderie Anglaise Dress,49.9,missing,dress,Marjorie Broderie Anglaise Dress,Love Bonito
1461,Alethea Tie Front Wide Leg Pants,49.9,missing,bottoms,<ul><li>Don't forget the matching blazer</li><li>Wide leg</li><li>Tie front</li></ul>,Love Bonito
1462,Keris Tie Back Midi Jumpsuit,49.9,missing,jumpsuits,Keris Tie Back Midi Jumpsuit,Love Bonito
1463,Adriana Square Neck Top,33.9,missing,tops,Warm weather staple. Square neckline. Refreshing citrus print.,Love Bonito
1464,Oyolera Pleat Detail Wrap Dress,49.9,missing,dress,Oyolera Pleat Detail Wrap Dress,Love Bonito
1465,Kyoko Colourblock Tie Front Dress,43.9,missing,dress,"We’re bring back colour-blocking in a big way. Features a flattering halter neckline, topped off with a pretty ribbon bow. The colour-block front and burnt orange hue makes for an eye-catching outfit.Concealed back button fastening with keyhole opening",Love Bonito
1466,Faeya Printed Ruffle Hem Midi Dress,42.9,missing,dress,Faeya Printed Ruffle Hem Midi Dress,Love Bonito
1467,Cydine Lace Crop Top,39.9,missing,tops,Accentuate the evening with a touch of lace. Elegantly crafted to embellish your body. Exposed open-end back zip closure with hook.,Love Bonito
1468,Jenise Off Shoulder Midi Jumpsuit,50.9,missing,jumpsuits,"When you think jumpsuit, you'd typically think sleek. But this one is refreshed with a feminine and fancy take for extra style factor. Concealed back zip closure with hook. Elasticized detail at shoulder and armhole.",Love Bonito
1469,Glaudia Layered Pleated Hem Dress,52.9,missing,dress,Glaudia Layered Pleated Hem Dress,Love Bonito
1470,Myrta Mesh Playsuit,37.9,missing,jumpsuit,Myrta Mesh Playsuit,Love Bonito
1471,Ilyonne Pinstriped Pleat Top,34.9,missing,tops,Ilyonne Pinstriped Pleat Top,Love Bonito
1472,Shenya Trumpet Skirt,43.9,missing,skirts,Shenya Trumpet Skirt,Love Bonito
1473,Sevigny Printed Halter Neck Top,36.9,missing,tops,Sevigny Printed Halter Neck Top,Love Bonito
1474,Nela Crochet Trim Swing Dress,41.9,missing,dress,Nela Crochet Trim Swing Dress,Love Bonito
1475,Sheryne Colourblock Crossover Pencil Skirt,42.9,missing,skirts,Sheryne Colourblock Crossover Pencil Skirt,Love Bonito
1476,Fidela Embroidered Hem Camisole,33.9,missing,tops,"A cropped length camisole with wide straps and a embroidered hem. Made in a soft but sturdy fabric with slight stretch, it's comfortable enough for all-day wear.",Love Bonito
1477,Deora Back Ruffle Hem Top,36.9,missing,tops,Deora Back Ruffle Hem Top,Love Bonito
1478,Lirene Midi Dress,49.9,missing,dress,Lirene Midi Dress,Love Bonito
1479,Sinead Contrast Peplum Dress,49.9,missing,dress,Sinead Contrast Peplum Dress,Love Bonito
1480,Fergine Jacquard Puff Sleeve Top,46.9,missing,tops,Fergine Jacquard Puff Sleeve Top,Love Bonito
1481,Yeruvia Tie-front Romper,43.9,missing,jumpsuit,Yeruvia Tie-front Romper,Love Bonito
1482,Draeya Layered Bell Sleeve Dress,42.9,missing,dress,Draeya Layered Bell Sleeve Dress,Love Bonito
1483,Joddi Colourblock Midi Dress,45.9,missing,dress,Joddi Colourblock Midi Dress,Love Bonito
1484,Tyhilo Balloon Sleeve Top,36.9,missing,tops,Tyhilo Balloon Sleeve Top,Love Bonito
1485,Sheya Foldover Denim Skirt,39.9,missing,skirts,Sheya Foldover Denim Skirt,Love Bonito
1486,Maika Button Front Cropped Pants,46.9,missing,bottoms,Maika Button Front Cropped Pants,Love Bonito
1487,Marlina Pinstripe Relaxed Dress,39.9,missing,dress,Marlina Pinstripe Relaxed Dress,Love Bonito
1488,Yuleane Textured Pencil Dress,51.9,missing,dress,Yuleane Textured Pencil Dress,Love Bonito
1489,Helva Printed Bell Sleeve Dress,42.9,missing,dress,Helva Printed Bell Sleeve Dress,Love Bonito
1490,Alyona Tweed Shell Top,33.9,missing,tops,<ul><li>Who else loves a co-ord set?</li><li>Luxurious tweed</li><li>Classic shell top silhouette</li><li>,Love Bonito
1491,Lalice Colourblock Camisole,36.9,missing,tops,Lalice Colourblock Camisole,Love Bonito
1492,Jorra Sash Wrap Midi Jumpsuit,49.9,missing,jumpsuits,Jorra Sash Wrap Midi Jumpsuit,Love Bonito
1493,Marikate Pleated Midi Skirt,41.9,missing,skirts,Marikate Pleated Midi Skirt,Love Bonito
1494,Cora Printed Skater Dress,46.9,missing,dress,Cora Printed Skater Dress,Love Bonito
1495,Zeina Button Front Pleated Dress,49.9,missing,dress,Smart thinking. Button detail. Large pleats. Midi length. Concealed back zip closure with hook. Comes with detachable sash.,Love Bonito
1496,Tanella Cropped Toga Top,33.9,missing,tops,Tanella Cropped Toga Top,Love Bonito
1497,Jyanthez Layered Sleeve Batwing Jumpsuit,59.9,missing,jumpsuits,"There's something retro about this that you'll adore. Since throwback styles are in, we thought you might wanna add this to your mix. Easy to style and works for every dress code.",Love Bonito
1498,Kinsley Ruffle Hem Sleeve Pencil Dress,49.9,missing,dress,Kinsley Ruffle Hem Sleeve Pencil Dress,Love Bonito
1499,Stay Focused and Extra Sparkly Slogan T-shirt,23.9,missing,tops,Stay Focused and Extra Sparkly Slogan T-shirt,Love Bonito
1500,Marx Polka Dot Print Toga Midi Dress,46.9,missing,dress,Marx Polka Dot Print Toga Midi Dress,Love Bonito
1501,Gilgia Gathered High Neck Long Sleeve Top,36.9,missing,tops,Gilgia Gathered High Neck Long Sleeve Top,Love Bonito
1502,Yione Peplum Pleat Top,33.9,missing,tops,Yione Peplum Pleat Top,Love Bonito
1503,Jodayn Flutter Sleeve Contrast Jumpsuit,53.9,missing,jumpsuits,Jodayn Flutter Sleeve Contrast Jumpsuit,Love Bonito
1504,Grenadine Ruffle Waist Pants,46.9,missing,bottoms,Our Grenadine pants are designed with a ruffle detail to the waist and a self-tie sash.,Love Bonito
1505,Thermia Plaid Asymmetrical Neckline Pencil Dress,46.9,missing,dress,Thermia Plaid Asymmetrical Neckline Pencil Dress,Love Bonito
1506,Pascale Textured Off Shoulder Playsuit,43.9,missing,jumpsuit,Pascale Textured Off Shoulder Playsuit,Love Bonito
1507,Anja Tiered Sleeve Top,36.9,missing,tops,"Giving you flounce and volume in this lovely, airy top. Features delicate, gathered tiers on the sleeves for a subtle bohemian vibe.  Concealed back button fastening with keyhole opening.",Love Bonito
1508,Dalyria Crochet Midi Dress,52.9,missing,dress,Dalyria Crochet Midi Dress,Love Bonito
1509,Ducena Printed Neoprene Pencil Skirt,38.9,missing,skirts,Ducena Printed Neoprene Pencil Skirt,Love Bonito
1510,Guthrie Gingham Ruch Detail Skirt,41.9,missing,skirts,Guthrie Gingham Ruch Detail Skirt,Love Bonito
1511,Leran Belted Peplum Top,41.9,missing,tops,Leran Belted Peplum Top,Love Bonito
1512,Clarmain Cropped Biker Jacket,49.9,missing,outerwear,Clarmain Cropped Biker Jacket,Love Bonito
1513,Jacques Contrast Wrap Jumpsuit,59.9,missing,jumpsuits,Jacques Contrast Wrap Jumpsuit,Love Bonito
1514,Edie Printed Top,33.9,missing,tops,Edie Printed Top,Love Bonito
1515,Aria Pleated Midi Dress,51.9,missing,dress,Aria Pleated Midi Dress,Love Bonito
1516,Telsta Off Shoulder Ruffle Bustier Top,39.9,missing,tops,Telsta Off Shoulder Ruffle Bustier Top,Love Bonito
1517,Perzsike Floral Dress,51.9,missing,dress,Perzsike Floral Dress,Love Bonito
1518,Talgoy Knotted Cropped Top,33.9,missing,tops,Talgoy Knotted Cropped Top,Love Bonito
1519,Miriam Cascade Tuxedo Dress,51.9,missing,dress,Girl boss vibes. Cascade layer detail. Tuxedo-inspired bodice. Concealed back zip closure. Snap button closure at bust area.,Love Bonito
1520,Bavonna Asymmetrical Layered Top,33.9,missing,tops,Bavonna Asymmetrical Layered Top,Love Bonito
1521,Orion Tweed Shift Dress,46.9,missing,dress,Feelin' a little fancy? Luxurious tweed. V-neckline.,Love Bonito
1522,Delphy Tweed Dress,49.9,missing,dress,Delphy Tweed Dress,Love Bonito
1523,Peytin Tie Back Shift Dress,41.9,missing,dress,"We love it when our dresses come with a little extra surprise. A casual, minimalist shift dress with an open back and ribbon-tie detail. Elasticized detail at cuff.",Love Bonito
1524,Collier Sash Culottes,38.9,missing,bottoms,Collier Sash Culottes,Love Bonito
1525,Mireya Utility A-line Skirt,39.9,missing,skirts,Updated for the modern girl. Button details. Classic A-line silhouette. Tie front. ,Love Bonito
1526,Colleen Panel Midi Pencil Dress,49.9,missing,dress,For when you mean business. Slit hem. Sits close to the body. ,Love Bonito
1527,Onika Contrast Skirt,36.9,missing,skirts,Onika Contrast Skirt,Love Bonito
1528,Daeron Front Pleat Wide Leg Pants,48.9,missing,bottoms,Daeron Front Pleat Wide Leg Pants,Love Bonito
1529,Hora Printed Ruffle Hem Dress,49.9,missing,dress,"It doesn't get more feminine than a gorgeous a-line cut, flattering cinched in waist and a delicate floral print finished with a ruffle hem. Opt for white for a classy, evergreen look, or mustard for a fresh pop of colour this Chinese New Year. Concealed back zip closure with hook.",Love Bonito
1530,Eral Printed Flare Skirt,41.9,missing,skirts,Eral Printed Flare Skirt,Love Bonito
1531,Shodia Faux Leather Shorts,39.9,missing,shorts,Shodia Faux Leather Shorts,Love Bonito
1532,Kylinn Layered Foldover Shorts,39.9,missing,shorts,Kylinn Layered Foldover Shorts,Love Bonito
1533,Covet Jelva Twist Back Jumpsuit,54.9,missing,jumpsuits,Covet Jelva Twist Back Jumpsuit,Love Bonito
1534,Nara Flare Sleeve Lace Dress,49.9,missing,dress,Nara Flare Sleeve Lace Dress,Love Bonito
1535,Lola Ruffle Hem Pencil Skirt,43.9,missing,skirts,<ul><li>Updated workwear classic</li><li>Ruffle detail</li><li>Classic pencil skirt silhouette</li><li>Slit hem</li></ul>,Love Bonito
1536,Lianna Layered Ruffle Dress,49.9,missing,dress,Lianna Layered Ruffle Dress,Love Bonito
1537,Kelle Tailored Jacquard Midi Dress,59.9,missing,dress,Kelle Tailored Jacquard Midi Dress,Love Bonito
1538,Phoebe Midi Dress,29.9,missing,dress,Phoebe Midi Dress,Love Bonito
1539,Taraoke Pleated Peplum Top,39.9,missing,tops,Taraoke Pleated Peplum Top,Love Bonito
1540,Avadli Batwing Top,36.9,missing,tops,Avadli Batwing Top,Love Bonito
1541,Onalique Ribbed Tank Top,21.9,missing,tops,Sticking to what you already know makes everyday dressing easier. This ribbed knit tank is all you need to build up any look from,Love Bonito
1542,Helyna High Waist Button Tweed Shorts,39.9,missing,shorts,Helyna High Waist Button Tweed Shorts,Love Bonito
1543,Levita Tuxedo Dress,56.9,missing,dress,Levita Tuxedo Dress,Love Bonito
1544,Hailyn Asymmetrical Ruffle Hem Midi Dress,46.9,missing,dress,Hailyn Asymmetrical Ruffle Hem Midi Dress,Love Bonito
1545,Olestra Midi Dress,46.9,missing,dress,Olestra Midi Dress,Love Bonito
1546,Francais Printed Sash Pants,43.9,missing,bottoms,Francais Printed Sash Pants,Love Bonito
1547,Madeline Ruched Midi Dress,43.9,missing,dress,Best in class. Tasteful slit. Ruched details. Sits close to the body. Midi length. Concealed back zip closure with hook.,Love Bonito
1548,Faushana Layered Midi Dress,49.9,missing,dress,Faushana Layered Midi Dress,Love Bonito
1549,Nidel Bustier Top,39.9,missing,tops,"Our Nidel bustier top does it all. Simply team up with shorts for lazy weekends, or pull on a pair of skinny denims for city dates. On Mondays to Fridays, wear with tailored trousers and throw on a blazer. Exposed open-end back zip closure with hook.  Padded at bust area.",Love Bonito
1550,Rothko Button Detail Camisole Dress,43.9,missing,dress,Rothko Button Detail Camisole Dress,Love Bonito
1551,Yuliana Fold Detail Pencil Skirt,43.9,missing,skirts,Yuliana Fold Detail Pencil Skirt,Love Bonito
1552,Sleanca Gingham Knotted Shoulder Playsuit,39.9,missing,jumpsuit,Sleanca Gingham Knotted Shoulder Playsuit,Love Bonito
1553,Jermaine Scallop Hem Crop Camisole Top,36.9,missing,tops,A crop camisole top that fits snugly and perfectly to flatter the female form.,Love Bonito
1554,Sorbet A-line Button Down Dress,43.9,missing,dress,Sorbet A-line Button Down Dress,Love Bonito
1555,Acacia Printed Shoulder Cutout Dress,46.9,missing,dress,"Perfect for Sunday brunch. Made in lightweight fabric for hot summer days and features an understated abstract print, all complete with a crossover detail at the neck for some added fun. Elasticized detail at cuff.",Love Bonito
1556,Flagella High Waisted Pants,49.9,missing,bottoms,Flagella High Waisted Pants,Love Bonito
1557,Chieko Printed Ruffle Hem Dress,43.9,missing,dress,Chieko Printed Ruffle Hem Dress,Love Bonito
1558,Eunotia Printed Top,33.9,missing,tops,Eunotia Printed Top,Love Bonito
1559,Bobrina Lace Overlay Boxy Top,39.9,missing,tops,Bobrina Lace Overlay Boxy Top,Love Bonito
1560,Cambrie Contrast Pleated Midi Dress,53.9,missing,dress,<b>Specially designed in-house print.</b> A modern summer frock with a splash of soft pleats and fun colours — what’s not to love? Features abstract prints that are are hand-painted in-house.  Concealed back zip closure with hook.,Love Bonito
1561,Roain Printed Bell Sleeve Ruffle Hem Dress,43.9,missing,dress,Roain Printed Bell Sleeve Ruffle Hem Dress,Love Bonito
1562,Nolina Ruffle Top,33.9,missing,tops,Nolina Ruffle Top,Love Bonito
1563,Frida Mini Slip Dress,26.9,missing,dress,Frida Mini Slip Dress,Love Bonito
1564,Keldra Ruched Cutout Shoulder Top,33.9,missing,tops,Keldra Ruched Cutout Shoulder Top,Love Bonito
1565,Emiline Smocked Dress,23.9,missing,dress,Made for brunching. Lettuced hem at the top. Square neck,Love Bonito
1566,Hilva Knotted Off Shoulder Top,32.9,missing,tops,Hilva Knotted Off Shoulder Top,Love Bonito
1567,Tishyla Turtle Neck Sweater,39.9,missing,outerwear,Tishyla Turtle Neck Sweater,Love Bonito
1568,Elvye Mesh Pleated Dress,51.9,missing,dress,Elvye Mesh Pleated Dress,Love Bonito
1569,Goserea Origami Peplum Midi Dress,49.9,missing,dress,Goserea Origami Peplum Midi Dress,Love Bonito
