,title,brand,price,description,colour,category
1658,Wolf & Whistle leopard print leggings with side panel in black,Wolf & Whistle,62.97 ,      Part of our responsible edit    High-rise waist   Leopard print      Elasticated waistband  Bodycon fit  A tight cut to the body  Exclusive to ASOS ,missing,bottoms
1659,Parallel Lines suedette slim trouser with zip front detail in grey,Parallel Lines,68.37,     An alternative to your denim  High rise  Elasticated waistband  Zip front  Faux back pockets  Zipped hem opening  Skinny fit   Cut closely from hips to hem ,missing,bottoms
1660,Rokoko leggings with wrap waist co-ord,Rokoko,35.98,     Part of a co-ord set  Top sold separately  Mid-rise waist  Cut-out design      Close-cut bodycon fit  Exclusive to ASOS ,missing,bottoms
1661,COLLUSION nylon swirl print trouser,COLLUSION,53.97,      Part of our responsible edit    High rise   Drawstring waist  Spiral design  Contrast taping  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1662,Daisy Street satin cargo trousers,Daisy Street,50.36,     Put the jeans away for a day  Unlined for a lightweight feel      High-rise waist      Zip fly       Side pockets  Press-stud cargo pockets      Wide-cut leg      Regular fit  Just select your usual size ,missing,bottoms
1663,Mauvais tapered trousers with chain detail in grey and black check,Mauvais,80.96,"     A smarter alternative to your denim  Regular rise  Concealed fly  Chain detail  Check design  Side pockets  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,bottoms
1664,ASOS 4505 lace up detail legging,ASOS 4505,50.37,     For exercise or everyday wear      High rise      Stretch waistband      Cut-out design  Cropped length  Bodycon fit  A tight cut to the body ,missing,bottoms
1665,ASOS DESIGN Curve legging in marl,ASOS DESIGN,17.99,      Add them to your everyday line-up   Minimal design  High-rise waist  Bodycon fit  A tight cut to the body ,missing,bottoms
1666,ASOS EDITION Petite double breasted jacket & wide leg trouser in green,ASOS DESIGN,305.84,missing,missing,bottoms
1667,Topshop vinyl trousers in black,Topshop,64.77,"      Add an edge to your look     High rise       Zip-side fastening   Cropped length   Super-skinny fit  Extra-tight cut, regular on the waist ",missing,bottoms
1668,My Mum Made It relaxed sweatpants with logo and contrast stitching co-ord,Topshop,80.96,"     Part of a co-ord set  Sweatshirt sold separately  High rise  Elasticated waistband  Side pockets  Exposed seams  Branded label to left leg  Fitted cuffs  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1669,ASOS DESIGN high waist glam belted trouser,ASOS DESIGN,62.97,"     For that thing you have to go to      High rise      Belted waist   Pleated details    Cropped length   Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1670,Volcom Stone fleece logo tracksuit bottoms in black,ASOS DESIGN,89.96,     Add-to-bag potential: considerable  Drawstring waist  Volcom slogan to reverse  Fitted cuff  Regular fit  Just select your usual size ,missing,bottoms
1671,ASOS DESIGN Maternity Petite tracksuit sweat / basic under the bump jogger with tie with contrast binding,ASOS DESIGN,57.57,     Part of our responsible edit   Crew neck  Contrast binding  Jogger bottoms  Drawstring waistband  Side pockets   Fitted cuffs  Relaxed fit  For a slouchy silhouette   Designed to fit through all stages of pregnancy ,missing,bottoms
1672,COLLUSION Petite skinny jogger in grey,COLLUSION,21.59, Do sweat it  Drawstring waistband  Side pockets  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1673,ASOS DESIGN petite spray on leather look trouser,ASOS DESIGN,44.98, Worth making plans for  High rise  Seaming to legs  Super-skinny fit  An extra-tight cut from hips to hem ,missing,bottoms
1674,ASOS DESIGN Tall mix & match lounge super soft brushed jogger,ASOS DESIGN,39.58,"     For when plans get cancelled, but you weren't going anyway      High rise      Drawstring waistband      Relaxed fit      Think baggy and casual ",missing,bottoms
1675,Missguided vinyl high waisted trousers in dusky rose,Missguided,53.97,      They’re everything you’ve been scrolling for    High-rise waist       Concealed fly       Functional pockets       Skinny fit   Cut very closely from hips to hem ,missing,bottoms
1676,adidas Alphaskin Leggings In Black,adidas,62.97," Sporty with added spice   Built-in UV 50+ protection  Anti-odour properties   Keeps your gear fresher for longer  Elasticated waistband  adidas branding   Flatlock seams help reduce chafing   Clever, right?  Close-cut compression fit  Designed for greater movement and support ",missing,bottoms
1677,Obey slim fit carpenter pant,Obey,125.94,     Put the jeans away for a day      High-rise waist  Belt loops  Concealed fly  Side and back pockets  Small Obey logo tab  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1678,Urban Bliss Maternity utility trousers,Obey,62.97," <a href=""https://www.asos.com/women/maternity/trousers-leggings/cat/?cid=17127""><strong>Maternity trousers</strong></a> by Urban Bliss<br><ul>  For your everyday thing    Elasticated waist    Side pockets        Cargo-style pockets   Fitted cuffs  Regular fit  True to size  Exclusive to ASOS      Designed to fit through all stages of pregnancy </ul> ",missing,bottoms
1679,Pieces faux leather trousers with paperbag waist,PIECES,80.96,      Worth making plans for     High rise     Paperbag waist    Belted design        Concealed fly      Side pockets  Regular fit  Just select your usual size  ,missing,bottoms
1680,ASOS DESIGN plisse culotte trousers,ASOS DESIGN,39.58,     A go-to wardrobe addition      Stretch waistband      Textured finish      It's all in the details      Regular fit - true to size<br> ,missing,bottoms
1681,ASOS DESIGN Tall pop suit in teal,ASOS DESIGN,151.12,missing,missing,bottoms
1682,Stradivarius trousers in pink check,Stradivarius,35.96,"      Add-to-bag potential: considerable     High rise        Concealed fly with button fastening    Side pockets   Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1683,Levete Room check trousers,Stradivarius,169.12,      Add-to-bag potential: considerable    High rise   Belt loops   Concealed fly   Side pockets  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1684,ASOS DESIGN Petite co-ord in pink,Stradivarius,53.97,missing,missing,bottoms
1685,Vila houndstooth tailored trousers with belt,Vila,75.56,"     For your daytime thing      High rise      Belted waist      Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1686,Finders Keepers Cristina wide leg pant in sketch print,Finders Keepers,212.29,"     They’re everything you’ve been scrolling for  Mid-rise waist  Sketch print  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1687,ASOS DESIGN clean tapered jogger in organic cotton,ASOS DESIGN,32.38,"      Part of our responsible edit    Minimal design    Drawstring waistband   Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1688,ASOS DESIGN Petite rib knit co-ord in Stone,ASOS DESIGN,95.35,missing,missing,bottoms
1689,ASOS DESIGN Curve mix & match lounge super soft jogger,ASOS DESIGN,39.58,"     Part of our responsible edit   Drawstring waistband  Side slip pockets  Relaxed, tapered leg  Fitted cuffs  Regular fit  Just select your usual size ",missing,bottoms
1690,Monki peg utility chino in tan,Monki,53.97,"     Give your jeans the day off  High rise  Button fastening  Concealed fly  Functional pockets  Relaxed fit  Loose cut, regular on the waist ",missing,bottoms
1691,ASOS DESIGN petite tapered suit trousers with bum bag,ASOS DESIGN,68.37,"     Daytime dressing made easy      High rise      Concealed fly   Belted waist with detachable bum bag      Functional pockets      Cropped length  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1692,JDY check flared jersey trousers,JDY,44.98,     An alternative to your jeans  High rise  Stretch waistband  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1693,G-star slim chino,G Star,170.91,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Belt loops  Functional pockets  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1694,Elsie & Fred flares in glitter mesh co-ord,Elsie & Fred,75.56,     Part of a co-ord set  Top sold separately   Mid-rise waist  Side-zip fastening  Regular fit  Just select your usual size ,missing,bottoms
1695,ASOS DESIGN Tall chino trousers,ASOS DESIGN,35.98,     Some serious daytime inspiration right here  Mid-rise waist  Concealed fly  Functional pockets  Regular fit  True to size  Part of the Eco Edit ,missing,bottoms
1696,Reebok Training leggings in cloud print,Reebok,77.36,     Part of our responsible edit  Stretch waistband  Cloud print      Close-cut bodycon fit ,missing,bottoms
1697,Koco & K wide leg trouser in red,Reebok,39.58," <a href=""https://www.asos.com/women/trousers-leggings/cat/?cid=2640""><strong>Trousers</strong></a> by Koco &amp; K<ul>     For that thing you have to go to      Plain design  High waist      Functional pockets  Wide leg  Fitted at the top, flowing at the bottom </ul> ",missing,bottoms
1698,ASOS EDITION double breasted jacket & wide leg trouser in dusky pink,Reebok,305.84,missing,missing,bottoms
1699,Noisy May Petite textured straight leg trouser,Noisy May,50.37,"     Part of our responsible edit   High rise  Elasticated waistband  Side pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1700,ASOS DESIGN straight leg jogger in organic cotton,ASOS DESIGN,32.38,      Part of our responsible edit   Stretch waistband      Side pockets       Wide-cut legs    Regular fit    True to size  ,missing,bottoms
1701,Puma modern sport turn up leggings in burgundy,PUMA,53.97,      Working out just got techy    High rise       Elasticated waistband  Branded design       Close-cut bodycon fit ,missing,bottoms
1702,Native Youth Plus wide leg trousers with ring pull in satin co-ord,Native Youth,71.96,"     Part of our responsible edit      High-rise waist  Zip front with ring-pull detail  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
1703,PrettyLittleThing cigarette trousers with split hem in black,PrettyLittleThing,26.99,     Easily dressed up or down  High-rise waist  Split cuffs  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1704,ASOS DESIGN Petite plisse culotte trousers,ASOS DESIGN,39.58,"     Add them to your everyday line-up      High rise  Stretch waistband       Wide leg   Fitted at the top, flowing at the bottom ",missing,bottoms
1705,ASOS DESIGN knitted joggers in recycled blend,ASOS DESIGN,50.37,     Part of our responsible edit  Throw on and go  Ribbed finish  High rise  Stretch waistband  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1706,Mamalicious Maternity wet look leggings in black,Mama.Licious,39.58,     High rise  Over-the-bump style      Elasticated waistband  Bodycon fit  Holds you close      Designed to fit through all stages of pregnancy ,missing,bottoms
1707,Wednesday's Girl high waist flares in velvet,Wednesday's Girl,35.98,     They’re everything you’ve been scrolling for  Elasticated waist  Flared shape  Cut with a slim leg that flares at the knee  Exclusive to ASOS ,missing,bottoms
1708,ASOS DESIGN vinyl jogger with utility pockets,ASOS DESIGN,75.56,     They've already got your attention   High rise  Elasticated waistband  Back patch pockets  Press-stud utility pockets  Elasticated cuffs  Regular fit  Just select your usual size  ,missing,bottoms
1709,Missguided co-ord jogger in blue,Missguided,32.38,"     Your casual vibe, sorted      Stretch waistband       Side pockets      Fitted cuffs      Regular fit  Just select your usual size ",missing,bottoms
1710,Pretty Lavish skinny flares in leopard print,Missguided,80.96,     We're still not over animal print      High rise  Elasticated waist to back  Flared shape  Cut with a skinny leg that flares at the knee  Exclusive to ASOS ,missing,bottoms
1711,Spanx Mama faux leather high waist sculpting leggings,Spanx,172.71,"     For your daytime thing      High-rise over-the-bump design       Elasticated waistband  Can be worn before, during and after pregnancy   Smoothing design   Full-length cut        Regular fit   Just select your usual size      Designed to fit you from bump to baby ",missing,bottoms
1712,ASOS DESIGN lounge premium knitted jogger with pockets,ASOS DESIGN,62.97,     Staying in is the new going out      Stretch waistband       Two pockets       Regular fit  Just select your usual size ,missing,bottoms
1713,Bershka wide leg drawstring trousers in orange,Bershka,32.37,"     Add-to-bag potential: considerable  Drawstring waistband  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1714,ASOS DESIGN slim combat in snake print,ASOS DESIGN,68.37,"     Coming soon to your Saved Items  High-rise waist  Concealed fly  Snake-skin print  Functional pockets  Slim fit  Close-fitting, regular on the waist ",missing,bottoms
1715,adidas Originals Coeeze Sweat pants in pink,adidas,107.95,     Welcome to the cosy life  Soft-touch fleece lining made from recycled polyester  Cos caring for the planet is cool  Drawstring waistband  Side pockets  adidas branding  Fitted cuffs  Relaxed fit  Think baggy and casual  Part of the Eco Edit ,missing,bottoms
1716,ASOS DESIGN lounge travel mix & match rib legging,ASOS DESIGN,25.19,     Add-to-bag potential: considerable      High rise      Elasticated waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
1717,Verona Curve wide leg trousers in polka dot co-ord,Verona,62.97,"     Part of a co-ord set  Top sold separately       High rise  Stretch-back waist      Side pockets      Polka-dot design   Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
1718,Verona Curve long sleeve shirt and wide leg trouser co-ord in multi stripe,Verona,125.94,missing,missing,bottoms
1719,ASOS DESIGN Curve ultimate jersey harem trousers,ASOS DESIGN,28.79,"     For your daytime thing      High rise       Stretch waistband    Functional pockets        Fitted cuffs   Relaxed, tapered fit  A relaxed cut around the thigh with a narrow shape through the leg ",missing,bottoms
1720,Y.A.S Tall button detail peg trousers,Y.A.S. Tall,98.95,"     Add them to your everyday line-up  High-rise waist  Concealed fly  Side pockets  Button details  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
1721,Closet London paper bag waist trouser with belt detail in black,Closet,104.35,"      Work- to-weekend vibes   High rise       Belted waist      Side pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1722,ASOS DESIGN textured culotte trouser,ASOS DESIGN,50.37,     Add-to-bag potential: considerable  Mid-rise waist  Side pockets  Regular fit  Just select your usual size ,missing,bottoms
1723,ASOS DESIGN co-ord knitted joggers,ASOS DESIGN,39.58,      Part of a co-ord set   Jumper sold separately  High rise  Stretch waistband  Ribbed trims  Bodycon fit  A tight cut to the body ,missing,bottoms
1724,New Look Maternity leggings in black,New Look,17.97,      For your everyday thing    High rise       Elasticated waistband      Bodycon fit      A tight cut to the body   Designed to fit through all stages of pregnancy ,missing,bottoms
1725,AYM premium double layered leggings in tan,AYM Studio,106.15,     Cue the party playlist  High rise  Stretch waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
1726,Mamalicious maternity yoga pant,Mama.Licious,57.57,     A go-to pair      Plain design  High rise   Over-the-bump waistband      Regular fit  True to size  They've got you covered all the way from bump to baby ,missing,bottoms
1727,Warehouse slim leg trousers in black,Warehouse,57.57,     Add them to your everyday line-up      High-rise waist      Concealed fly       Side pockets       Slim fit   A narrow cut from hips to hem ,missing,bottoms
1728,adidas Training Three Stripe Leggings In Black,adidas,68.37,"     Activewear, but make it fashion  Stretch waistband  adidas three-stripe branding      Close-cut bodycon fit ",missing,bottoms
1729,ASOS EDITION fitted blazer & wide leg trouser,adidas,251.87,missing,missing,bottoms
1730,ASOS DESIGN high shine legging,ASOS DESIGN,32.38,     Cue the party playlist  Wet-look finish      High rise      Stretch waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
1731,Boohoo Petite exclusive culottes in black polka dot,boohoo,28.79,"     For that thing you have to go to      Polka-dot print  High rise      Tie waist      Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1732,Parallel Lines high waisted cargo trousers with utility detail,Parallel Lines,75.56,     Worth making plans for       High rise  Stretch waistband       Utility details      Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1733,Protest Angle snow pant in black,Protest,215.89,     Living that Alpine life  Anti-slip waistband  Concealed fly  All-over print  Functional pockets  Zipped ankles  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1734,Daisy Street straight leg trousers in faux leather,Daisy Street,50.36,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Functional pockets  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1735,New Look Petite buckle detail check trousers in brown,New Look,46.76,"     An alternative to your jeans  High rise  Belted waist  Concealed fly  Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1736,ASOS 4505 high waisted legging with filmanet inserts,ASOS 4505,44.98,"      Activewear, but make it fashion    High-rise waist       Elasticated waistband  Skinny fit  Cut very closely from hips to hem ",missing,bottoms
1737,ASOS DESIGN pleat balloon trousers in check,ASOS DESIGN,62.97,      An easy wardrobe win    Check design   High rise        Button fastening     Concealed fly     Side pockets    Balloon style    Regular fit    True to size  ,missing,bottoms
1738,Lasula lounge glitter trouser co ord in gold,Lasula,35.98," Part of a co-ord set  Top sold separately      High rise       Stretch waistband    Cropped length   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1739,ASOS DESIGN Maternity chino trousers with under band,ASOS DESIGN,35.98,     Part of our responsible edit      High rise      Over-the-bump band   Functional pockets        Cropped length        Regular fit    Designed to fit through all stages of pregnancy  ,missing,bottoms
1740,ASOS DESIGN tailored straight leg trousers,ASOS DESIGN,44.98,     Add-to-bag potential: considerable  High-rise waist      Concealed fly with hook-and-bar fastening      Side pockets and two back pockets       Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1741,Nike dark blue cord loose fit joggers,Nike,107.95,"      Your casual vibe, sorted   Stretch waistband  Side pockets  Nike Swoosh logo  Stretch cuffs  Relaxed fit  Think baggy and casual ",missing,bottoms
1742,Pimkie blazer and trouser suit co-ord in heritage checks,Nike,84.52,missing,missing,bottoms
1743,ASOS DESIGN Curve pink animal suit,Nike,149.33,missing,missing,bottoms
1744,Loungeable mix & match rib leggings in pink,Loungeable,32.38,"     Your casual vibe, sorted  Drawstring waistband  Ribbed finish  Slim fit  A narrow cut from hips to hem  Exclusive to ASOS ",missing,bottoms
1745,ASOS DESIGN premium check suit tapered trousers,ASOS DESIGN,62.97,"     They've already got your attention  Check pattern   High-rise waist        Belt loop    Concealed fly    Side back pockets   Regular fit   No surprises, just a classic cut ",missing,bottoms
1746,Tommy Jeans high waist crop chino,Tommy Jeans Capsule,161.92,      Put the jeans away for a day    High-rise waist   Belt loops      Concealed fly       Five pockets    Straight leg       Regular fit  Just select your usual size ,missing,bottoms
1747,ASOS DESIGN Tall straight leg jogger in organic cotton,ASOS DESIGN,32.38,     Part of our responsible edit  Stretch waistband  Functional pocket  Straight leg  Regular fit  True to size  ,missing,bottoms
1748,Missguided feather look wide leg trousers in pink,Missguided,62.97,"      Current mood    High rise   Zip-side fastening  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1749,Topshop cigarette trousers co-ord in dusty pink,Topshop,53.97,"     Worth making plans for       High rise       Concealed fly with button fastening      Side and back pockets      Cropped length   Regular, tapered fit   A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1750,Fashion Union sheer striped beach trouser in black,Fashion Union,53.97,      Add-to-bag potential: considerable    High rise        Drawstring waist   Shirred design  Striped detail  Regular fit  Just select your usual size ,missing,bottoms
1751,ASOS DESIGN girly shirred waist jogger,ASOS DESIGN,44.98,      Throw on and go    Regular rise   Stretch waistband       Functional pockets       Cropped length  Regular fit  True to size ,missing,bottoms
1752,Dare 2b X Julien Macdonald Ladyship ski pant in white,Dare 2b,287.86, Collaboration with Julien Macdonald  Bonded fleece lining  Snap and zip fly fastening  Inner snow gaiter  Slightly flared ankle to fit snow boots  Zipped cuffs  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1753,adidas Training set in black and white,Dare 2b,116.94,missing,missing,bottoms
1754,ASOS DESIGN Petite Woven Peg Trousers with Obi Tie,ASOS DESIGN,39.58," Part of our responsible edit  High-rise waist      Obi-tie closure      Concealed fly      Side pockets      Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
1755,Another Reason 90's flare trousers in pin stripe with chain detail waist,Another Reason,62.97,     An alternative to your jeans  High-rise waist  Chain detail  Zip-back fastening  Flared shape  Cut with a skinny leg that flares at the knee  Exclusive to ASOS ,missing,bottoms
1756,South Beach lattice detail set in rose,Another Reason,48.58,missing,missing,bottoms
1757,Liquorish Plus wide leg trousers in floral print with green piping co ord,Liquorish,80.96,"      Part of a co-ord set   Blouse sold separately  Elasticated waistband  Contrast piping  Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1758,Nike Training leggings in black sparkle print,Nike,86.36,"     Activewear, but make it fashion  Sparkle print       High-rise waist      Nike Swoosh logo      Close-cut bodycon fit ",missing,bottoms
1759,Nike Pro Training Crossover Set in Teal,Nike,116.95,missing,missing,bottoms
1760,Nike black essentials slim joggers,Nike,68.37,"     Your casual vibe, sorted       Drawstring waistband       Small Nike logo      Fitted cuffs  Slim fit  A narrow cut from hips to hem ",missing,bottoms
1761,Puma Exclusive high waist cargo jogger in black,PUMA,80.96,     Throw on and go   Drawstring waistband  Branded design       Utility pockets       Fitted cuffs      Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
1762,Ellesse tracksuit bottoms in washed tie dye co-ord,ellesse,71.96,     Part of a co-ord set      Hoodie sold separately       Regular rise        Tie-dye finish        Drawstring waistband       Functional pockets  Logo to leg      Fitted cuffs      Regular fit      Just select your usual size  Exclusive to ASOS ,missing,bottoms
1763,COLLUSION Unisex joggers in blush,COLLUSION,44.98,  Part of our responsible edit    Regular rise    Drawstring waistband   Side pockets with utility-pockets to leg  Contrast piping   Fitted cuffs   Regular fit  Just select your usual size  Unisex style ,missing,bottoms
1764,ASOS DESIGN Maternity chino trousers with under the bump waistband,ASOS DESIGN,35.98,"     You can't beat a classic       Low-rise waist  Sits under the bump      Stretch sides       Back pockets      Rolled cuff      Regular fit   No surprises, just a classic cut      Designed to fit through all stages of pregnancy ",missing,bottoms
1765,& Other Stories wide leg trousers in black,& Other Stories,106.15,     Living that minimalist life  High rise       Zip-side fastening      Wide-cut leg  Regular fit  Just select your usual size ,missing,bottoms
1766,Nike grey essentials slim joggers,Nike,68.37,"     Your casual vibe, sorted   Drawstring waistband  Small Nike logo  Fitted cuffs  Slim fit  A narrow cut from hips to hem ",missing,bottoms
1767,ASOS DESIGN Tall Basic Kick Flare Leggings,ASOS DESIGN,28.79,     Put your jeans away for a day      High rise      Elasticated waistband  Flared leg  Cut with a skinny leg that flares at the knee ,missing,bottoms
1768,Missguided cropped leather look trousers in brown leopard,Missguided,53.97,      We're still not over animal print    High rise       Belt loops  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1769,adidas Training alphaskin leggings with three stripe,adidas,77.36, Part of our responsible edit  Level up your activewear  High rise  Wrap-style stretch waistband  3-Stripe design to leg  Bodycon fit  A tight cut to the body ,missing,bottoms
1770,Wild Honey high waist trousers in faux leather,Wild Honey,57.57,      They've already got your attention    High-rise waist       Concealed fly        Flared shape   Cut with a skinny leg that flares at the knee  Exclusive to ASOS ,missing,bottoms
1771,Pull&Bear knitted trousers co ord in dark grey,Pull&Bear,46.76, Part of a co-ord set  Top sold separately      High rise       Stretch waistband   Flared shape  Cut with a slim leg that flares at the knee ,missing,bottoms
1772,ASOS DESIGN fluted hem culottes in lilac,ASOS DESIGN,50.37,"     Add-to-bag potential: considerable  High-rise waist  Concealed fly      Midi length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1773,ASOS DESIGN glam ponte skinny with diamante buckles,ASOS DESIGN,50.37,     Worth making plans for  High rise  Diamante buckles to side  Skinny fit  For a sharp silhouette ,missing,bottoms
1774,Y.A.S Petite ecco tailored ankle length cigarette trouser in navy,Y.A.S. PETITE,80.96,     Plain design  A wardrobe staple       High rise  Just like your standards      Concealed fly      Side pockets      Slim fit  A narrow cut that sits close to the body ,missing,bottoms
1775,ASOS EDITION wide leg pleat front trouser,ASOS EDITION,116.94,     For that thing you have to go to      High-rise waist       Zip-side fastening       Wide-cut leg      Regular fit  Just select your usual size ,missing,bottoms
1776,Daisy Street wide leg trousers with patch pockets in brown,Daisy Street,50.36,     Put the jeans away for a day      Mid-rise waist      Zip fly with button fastening      Side and utility pockets      Wide-cut leg      Regular fit   Just select your usual size ,missing,bottoms
1777,Glamorous Exclusive beach trouser in grey stripe,Glamorous,46.78,     Go forth and vacay  Drawstring waistband  Striped design  Side pockets  Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
1778,ASOS DESIGN co-ord in Stone,Glamorous,71.96,missing,missing,bottoms
1779,Boohoo Petite exclusive tailored trousers co-ord in baby blue,boohoo,39.58,     Part of a co-ord set  Jacket sold separately  High rise  Belted waist  Concealed fly  Functional pockets  Cropped length  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1780,Nike Running future air leggings in blue,Nike,152.92,      Level up your activewear   High rise   Elasticated waistband  Contrast panels   Neon detailing   Back pocket  Close-cut bodycon fit ,missing,bottoms
1781,ASOS DESIGN embellished flare trouser,ASOS DESIGN,80.96 ,     No need for a dress to impress  Brief lining       Stretch waist       Side zip   Regular fit  Just select your usual size ,missing,bottoms
1782,COLLUSION Tall cuffed cargo trouser,COLLUSION,44.98,     Add-to-bag potential: considerable  Adjustable waistband  Functional pockets  Elasticated cuffs  Regular fit  Just select your usual size ,missing,bottoms
1783,Fashion Union double breasted blazer & high waisted trousers co-ord,COLLUSION,133.13,missing,missing,bottoms
1784,Planks Overstoke ski pant in black,Planks,233.88,     Living that Alpine life   Durable water repellent coating  Secure adhesive adjustable waist  Zip fly with button fastening  Inner leg mesh venting   Hip and rear pockets  Elasticated boot gaiters  Zip cuffs  Regular fit  True to size ,missing,bottoms
1785,Pieces leather look joggers in black,PIECES,62.97,      Throw on and go    Regular rise   Stretch waistband       Side pockets      Fitted cuffs  Regular fit  True to size  ,missing,bottoms
1786,Monki floral print frill hem trousers in green,Monki,53.97,      For your daytime thing    Floral print   High rise  Elasticated waist  Frill hem  Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
1787,ASOS DESIGN curve pink animal wide leg suit trousers,ASOS DESIGN,62.97,"      Worth making plans for    High-rise waist        Concealed fly    Side pockets        Wide leg   Fitted at the top, flowing at the bottom ",missing,bottoms
1788,ASOS DESIGN Petite jogger in acid wash with contrast stitch,ASOS DESIGN,39.58,     Part of a co-ord set      Mix and match      Acid-wash finish      Drawstring waistband      Functional pockets      Fitted cuffs      Contrast stitching      Regular fit      Just select your usual size ,missing,bottoms
1789,Reclaimed Vintage inspired pinstripe trouser with ruched cuff hem,Reclaimed Vintage,62.97,     For your daytime thing  Striped design  High rise  Functional pockets  Fitted cuffs  Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
1790,Pull&Bear paper bag trouser in black,Pull&Bear,35.96,"     An alternative to your jeans  High rise  Belted waist  Concealed fly  Side pockets  Slim, tapered fit  A close cut around the thigh with a slim shape through the leg ",missing,bottoms
1791,DB Berdan tie dye joggers with slogan print co-ord,DB Berdan,161.92,"     Part of a co-ord set  Hoodie sold separately  Tie-dye print   Smooth woven inserts  Drawstring waistband  Side pockets and back pockets  Elasticated cuffs  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg      Exclusive to ASOS ",missing,bottoms
1792,ASOS DESIGN x Christian Cowan Curve logo track joggers co-ord,ASOS DESIGN,71.96,"     Collaboration with Christian Cowan      Part of a co-ord set      Top sold separately      High rise       Elasticated waistband        Functional p ockets      Branded taping to leg      Fitted cuffs      Regular fit       No surprises, just a classic cut ",missing,bottoms
1793,COLLUSION camo cargo trouser,COLLUSION,53.97,     They've already got your attention  High rise  All-over print  Zip fly  Multiple pockets  Stretch cuffs  Relaxed fit  Think baggy and casual ,missing,bottoms
1794,ASOS DESIGN dark floral wide leg trouser co-ord,ASOS DESIGN,80.96,"     Part of a co-ord set  Top sold separately   High rise  Floral print  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1795,adidas Originals adicolor locked up logo track pants in black,adidas,79.16,"     For your casual thing  High rise   Elasticated waistband  Zipped side pockets   3-Stripe design  Trefoil logo embroidery   Elasticated cuffs  Regular, tapered fit   Just select your usual size ",missing,bottoms
1796,ASOS DESIGN Tall tracksuit sweat / basic jogger with tie with contrast binding,adidas,57.57," Part of our responsible edit  Tracksuit set  Your casual vibe, sorted  Plain sweatshirt  Crew neck  Over-the-head style  Contrast piping  Ribbed trims  Trouser bottoms  Drawstring waistband  Regular fit  Just select your usual size ",missing,bottoms
