,title,brand,price,description,colour,category
1119,Missguided Tall high waisted leggings with hook and eye ankle detail in black,Missguided Tall,35.98,      Put the jeans away for a day    High-rise waist       Elasticated waistband  Hook-and-eye detail       Bodycon fit   A tight cut to the body ,missing,bottoms
1120,South Beach wetlook set in navy,Missguided Tall,68.36,missing,missing,bottoms
1121,Boohoo exclusive co-ord tailored trouser in red,boohoo,39.58, Part of a co-ord set  Blazer sold separately      High rise  Belted waist       Concealed fly    Side pockets        Cropped length   Regular fit  True to size   Exclusive to ASOS ,missing,bottoms
1122,ASOS DESIGN Petite satin slim suit trousers,ASOS DESIGN,62.97 , Add-to-bag potential: considerable  High rise  Concealed fly   Hook-and-bar fastening  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1123,Club L London Petite satin wide leg trouser in black,Club L,53.97,"      They've already got your attention    High-rise waist       Zip-back fastening      Wide-cut leg  Slim, tapered fit  Cut close around the thigh with a narrow shape through the leg ",missing,bottoms
1124,ASOS DESIGN glitter crystal legging,ASOS DESIGN,39.58 ,"     If in doubt, go all out  High rise  Elasticated waistband  Bodycon fit  A tight cut to the body ",missing,bottoms
1125,ASOS DESIGN Curve ankle length stretch skinny trousers with zip side pockets,ASOS DESIGN,44.98,     They're long-term relationship material      High-rise waistband      Zip fly      Side and back pockets      Ankle length      Skinny fit      Cut closely from hips to hem ,missing,bottoms
1126,ASOS DESIGN Tall pull on tapered black trouser in jersey crepe,ASOS TALL,32.38,     High rise  Stretch waist  Tapered leg  Cropped cut  Regular fit - true to size ,missing,bottoms
1127,Miss Selfridge Petite high waist trousers in ecru,Miss Selfridge Petite,62.97,"     For that thing you have to go to      High rise      Concealed fly   Button straps to waist      Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1128,ASOS DESIGN Curve co-ord knitted wide leg trousers,ASOS DESIGN,57.57,"      Part of a co-ord set    Top sold separately    High-rise waist        Cropped, wide-cut leg       Regular fit  Just select your usual size ",missing,bottoms
1129,Nike Training one tight capri legging in black,Nike,53.97,      Level up your activewear    High-rise waist       Elasticated waistband  Nike Swoosh logo  Bodycon fit  A tight cut to the body ,missing,bottoms
1130,ASOS DESIGN lace skinny trouser with velvet belt and diamante buckle,ASOS DESIGN,53.97,     Add-to-bag potential: considerable  High-rise waist  Velvet belt  Embellished buckle  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1131,ASOS DESIGN high waist trousers in skinny fit,ASOS DESIGN,44.98,     For your daytime thing       High-rise waist      Side-zip fastening      Two back pockets      Cropped leg  Skinny fit  Cut closely from hips to hem ,missing,bottoms
1132,adidas Training moto leggings in navy,adidas,68.37,      Level up your activewear    High-rise waist       Elasticated waistband  Contrast panels       Bodycon fit   A tight cut to the body ,missing,bottoms
1133,Sixth June zip front leggings in vinyl,Sixth June,62.97,     When your look is a mood  High rise  Zip fly  Bodycon fit  A tight cut to the body ,missing,bottoms
1134,South Beach snake print seamless leggings in pink,South Beach,32.38 ,     Add-to-bag potential: considerable  Stretch waistband  Snake print  Seamless style      Close-cut bodycon fit ,missing,bottoms
1135,Wolf & Whistle water colour print leggings in black,Wolf & Whistle,62.97 ,     Part of our responsible edit      High rise      Elasticated waistband      Printed design  Contrast stripe to side  Close-cut bodycon fit ,missing,bottoms
1136,adidas Originals RYV cuffed jogger in grey,adidas,89.96 ,     Part of our responsible edit  High rise  Drawstring waist  Functional pockets  3-Stripe detail to cuffs  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1137,ASOS DESIGN Curve basicstretch super skinny joggers in organic cotton,ASOS DESIGN,28.79,      Part of our responsible edit    Minimal design    High-rise waist        Skinny fit   Cut very closely from hips to hem ,missing,bottoms
1138,Glamorous smart joggers in soft organza,Glamorous,53.97,"      All of the dressing up, none of the frills    High-rise stretch waist        Wide-cut leg       Regular fit  True to size  Exclusive to ASOS ",missing,bottoms
1139,Nike plus grey essentials joggers,Nike,80.96 ,"      Your casual vibe, sorted    Drawstring waistband       Side pockets  Nike Swoosh logo detail      Fitted cuffs      Regular fit  Just select your usual size ",missing,bottoms
1140,Amuse Society Tequila sunrise woven beach pant in pebble,Amuse Society,124.14,     Which way to the beach?  Stretch waistband  Floral embroidery  Regular fit  Just select your usual size ,missing,bottoms
1141,Fashionkilla Tall flared trouser,Amuse Society,32.38,     Put the jeans away for a day  Plain design  High rise   Elasticated waist  Flared leg  Cut with a skinny leg that flares at the knee ,missing,bottoms
1142,ASOS DESIGN lounge premium knitted wide leg trouser with splits,ASOS DESIGN,62.97,     If laid-back was a look      High rise   Elasticated waist      Split sides  Wide leg  Regular fit on the waist ,missing,bottoms
1143,COLLUSION Petite high waist legging,COLLUSION,10.79,     Add them to your everyday line-up       High rise      Elasticated waistband  Plain design       Bodycon fit  A tight cut to the body  ,missing,bottoms
1144,ASOS DESIGN wide leg trouser in neutral non-print,ASOS DESIGN,50.37,"     Add them to your everyday line-up      High rise  Stretch waist  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1145,Monki co-ord tie dye cuffed jogger in multi,Monki,89.96,     Part of a co-ord set  Jacket sold separately  Drawstring waist  Functional pockets  Fitted cuffs  Relaxed fit  For a slouchy silhouette ,missing,bottoms
1146,PrettyLittleThing co-ord velvet wide leg trousers in stone,PrettyLittleThing,35.98,"     Part of a co-ord set  Top sold separately       High waist      Drawstring waist  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1147,ASOS DESIGN oversized jogger,ASOS DESIGN,39.58,"     Your casual vibe, sorted      Drawstring waistband       Side pockets      Fitted cuffs      Oversized fit  More room for activities  ",missing,bottoms
1148,Pull&Bear button front cargo pants in khaki,Pull&Bear,53.96,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Belt loops  Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
1149,ASOS DESIGN Curve tailored tie waist tapered ankle grazer trousers,ASOS DESIGN,44.98,"      Put the jeans away for a day   High-rise tie waist  Concealed fly  Side pockets  Ankle-grazer length  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1150,ASOS DESIGN Petite basic stretch super skinny joggers in organic cotton,ASOS DESIGN,28.79, Part of our responsible edit   Stretch waistband  Plain design   Fitted cuffs  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1151,Pull&Bear tie waist slim joggers in grey,Pull&Bear,17.97,     For your daytime thing  High rise      Drawstring waistband       Plain design   Slim fit  A narrow cut from hips to hem ,missing,bottoms
1152,adidas Originals adicolor three stripe flared pants in black,adidas,98.95,"     A wardrobe staple      High-rise waist      adidas Trefoil and 3-Stripe logo  Zip-side fastening      Flared leg  Regular fit   No surprises, just a classic cut ",missing,bottoms
1153,Converse khaki green Star Chevron Signature sweatpant,Converse,62.97,      Part of our responsible edit    Drawstring waistband       Side pockets  Converse logo detail      Fitted cuffs      Regular fit  True to size ,missing,bottoms
1154,Puma high shine joggers with utility pocket in black,PUMA,107.95,"     Your casual vibe, sorted      Drawstring waistband   Utility-style pockets  PUMA branding  High-shine finish  Elasticated cuffs  Regular fit  Just select your usual size ",missing,bottoms
1155,ASOS DESIGN pinstripe utility pocket detail tapered trousers,ASOS DESIGN,62.97,"     Add them to your everyday line-up      High-rise waist      Concealed fly   Belt loops      Utility pockets       Regular, tapered fit   A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1156,ASOS DESIGN Petite leather look legging,ASOS DESIGN,39.58,      An easy wardrobe win    High rise       Elasticated waistband      Bodycon fit  A tight cut to the body  ,missing,bottoms
1157,ASOS DESIGN tracksuit hoodie / slim jogger with tie,ASOS DESIGN,57.57,"      Part of our responsible edit        Drawstring hood      Dropped shoulders       Fitted trims  Jogger bottoms      Drawstring waist  Side pockets   Slim, tapered leg  Regular fit  Just select your usual size ",missing,bottoms
1158,ASOS DESIGN Tall check side stripe tapered trousers,ASOS DESIGN,57.57,"     An alternative to your jeans  Check design  Stretch-back waistband  Contrast side stripe  Slim, tapered fit  Cut close around the thigh with a narrow shape through the leg ",missing,bottoms
1159,ASOS DESIGN lounge mix & match premium knitted rib trouser,ASOS DESIGN,57.57,     As if we needed another excuse to cancel our plans  Ribbed finish  High rise  Relaxed fit  For a slouchy silhouette ,missing,bottoms
1160,ASOS DESIGN pop suit in pop blue,ASOS DESIGN,151.12,missing,missing,bottoms
1161,Warehouse linen culottes in rust,Warehouse,70.16,"     Add them to your everyday line-up      High rise  Belted waist  Concealed fly      Side pockets      Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1162,ASOS DESIGN Tall spray on leather look trouser,ASOS DESIGN,44.98,      Add-to-bag potential: considerable    Minimal design    High-rise waist   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1163,Only faux leather leggings,Only,62.97,     Easily dressed up or down  Belt loops  Mid rise  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1164,Unique 21 Hero Plus wide leg tuxedo trousers in sequin with contrast side seam co-ord,Unique 21 Hero,80.96,"     Part of a co-ord set  Blazer sold separately  High rise  Contrast stripe to side  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
1165,Glamorous Tall wide leg trousers in textured stripe,Glamorous Tall,50.37,"     For your daytime thing  Short-style lining      High rise      Tie waist   Functional pockets      Two back pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1166,ASOS DESIGN mix & match tailored suit in blush,Glamorous Tall,95.35,missing,missing,bottoms
1167,ASOS DESIGN slinky twist knot legging,ASOS DESIGN,32.38 ,     Add-to-bag potential: considerable      High rise  Stretch waistband  Twist detail to reverse  Bodycon fit  A tight cut to the body ,missing,bottoms
1168,ASOS DESIGN Tall tapered leather look trousers,ASOS DESIGN,53.97,"     An alternative to your jeans  Stretch waist  Functional pockets  Fitted cuffs  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
1169,Blank NYC velvet flares,Blank NYC,134.93,     An alternative to your denim  High rise  Elasticated waistband  Front coin pocket  Back patch pockets   Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1170,COLLUSION wide leg tailored trouser with pocket,COLLUSION,44.98 ,"     For your daytime thing      High rise      Concealed fly   Functional pockets with zip-top pockets to leg  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1171,Wolf & Whistle graphic print leggings with mesh side panels in black,Wolf & Whistle,62.97 ,     Part of our responsible edit  Elasticated waistband  Printed panels  Bodycon fit  A tight cut to the body  Exclusive to ASOS ,missing,bottoms
1172,ASOS EDITION wide leg wedding trouser,ASOS EDITION,134.93,     We hear wedding bells…  High rise  Zip fly with hook-and-bar closure  Super-wide-cut leg  Regular fit  We know one size doesn’t fit all  Make a date with your tailor to make them the perfect match ,missing,bottoms
1173,Bershka cargo pant in khaki,Bershka,46.76,"     Put the jeans away for a day  High rise  Adjustable bungee waistband  Side pockets and cargo pockets  Elasticated cuffs  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
