,url,brand,title,price,description,colour
192,https://www.runwaybandits.com/product/clothes/tops/udell-shirt-black,Runway Bandits,UDELL SHIRT,SGD $34.00,"A semi-casual piece fit for both the workplace and the weekends, the","COLOUR:
BLACK"
193,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-white-black,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
WHITE/BLACK"
194,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-grey,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
GREY"
195,https://www.runwaybandits.com/product/clothes/dresses/naeste-shirtdress-guava-pink,Runway Bandits,NAESTE SHIRTDRESS,SGD $46.00,Like the,"COLOUR:
GUAVA PINK"
196,https://www.runwaybandits.com/product/clothes/tops/udell-shirt-white,Runway Bandits,UDELL SHIRT,SGD $34.00,"A semi-casual piece fit for both the workplace and the weekends, the","COLOUR:
WHITE"
197,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-navy,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
NAVY"
198,https://www.runwaybandits.com/product/clothes/shorts/foy-shorts-white,Runway Bandits,FOY SHORTS,SGD $32.00,High-waisted tailored shorts with functional side pockets.,"COLOUR:
WHITE"
199,https://www.runwaybandits.com/product/clothes/tops/imri-blouse-teal,Runway Bandits,IMRI BLOUSE,SGD $32.00,Puff sleeved button-down blouse with elasticated shoulders.,"COLOUR:
TEAL"
200,https://www.runwaybandits.com/product/clothes/shorts/foy-shorts-black,Runway Bandits,FOY SHORTS,SGD $32.00,High-waisted tailored shorts with functional side pockets.,"COLOUR:
BLACK"
201,https://www.runwaybandits.com/product/clothes/pants-clothes/denim/hexa-jeans-darkwash,Runway Bandits,HEXA JEANS,SGD $34.00,High-waisted straight cut denim jeans with lightly distressed hems.,"COLOUR:
DARKWASH"
202,https://www.runwaybandits.com/product/clothes/shorts/foy-shorts-cream,Runway Bandits,FOY SHORTS,SGD $32.00,High-waisted tailored shorts with functional side pockets.,"COLOUR:
CREAM"
203,https://www.runwaybandits.com/product/clothes/tops/imri-blouse-black,Runway Bandits,IMRI BLOUSE,SGD $32.00,Puff sleeved button-down blouse with elasticated shoulders.,"COLOUR:
BLACK"
204,https://www.runwaybandits.com/product/clothes/shorts/foy-shorts-navy,Runway Bandits,FOY SHORTS,SGD $32.00,High-waisted tailored shorts with functional side pockets.,"COLOUR:
NAVY"
205,https://www.runwaybandits.com/product/clothes/tops/orenda-top-mustard,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
MUSTARD"
206,https://www.runwaybandits.com/product/clothes/tops/orenda-top-blush,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
BLUSH"
207,https://www.runwaybandits.com/product/clothes/tops/orenda-top-coral-pink,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
CORAL PINK"
208,https://www.runwaybandits.com/product/clothes/tops/orenda-top-light-olive,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
LIGHT OLIVE"
209,https://www.runwaybandits.com/product/clothes/tops/orenda-top-olive,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
OLIVE"
210,https://www.runwaybandits.com/product/clothes/tops/orenda-top-black,Runway Bandits,ORENDA TOP,SGD $30.00,"A-line silhouettes coupled with square necklines make for a versatile and stylish top that we’d gladly wear on the daily, like the","COLOUR:
BLACK"
211,https://www.runwaybandits.com/product/clothes/skirts/zith-skirt-white,Runway Bandits,ZITH SKIRT,SGD $38.00,"Everybody knows that the one surefire way to look like a successful career woman is a good, versatile pencil skirt but a well-made piece can sometimes be hard to find. That’s where the","COLOUR:
WHITE"
212,https://www.runwaybandits.com/product/clothes/tops/pem-top-blush,Runway Bandits,PEM TOP,SGD $35.00,"Inspired by Japanese origami, the","COLOUR:
BLUSH"
213,https://www.runwaybandits.com/product/clothes/one-piece/muska-jumpsuit-rust,Runway Bandits,MUSKA JUMPSUIT,SGD $45.00,The,"COLOUR:
RUST"
214,https://www.runwaybandits.com/product/clothes/tops/pem-top-slate-blue,Runway Bandits,PEM TOP,SGD $35.00,"Inspired by Japanese origami, the","COLOUR:
SLATE BLUE"
215,https://www.runwaybandits.com/product/clothes/skirts/zith-skirt-black,Runway Bandits,ZITH SKIRT,SGD $38.00,"Everybody knows that the one surefire way to look like a successful career woman is a good, versatile pencil skirt but a well-made piece can sometimes be hard to find. That’s where the","COLOUR:
BLACK"
216,https://www.runwaybandits.com/product/clothes/one-piece/muska-jumpsuit-navy,Runway Bandits,MUSKA JUMPSUIT,SGD $45.00,The,"COLOUR:
NAVY"
217,https://www.runwaybandits.com/product/clothes/skirts/zith-skirt-navy,Runway Bandits,ZITH SKIRT,SGD $38.00,"Everybody knows that the one surefire way to look like a successful career woman is a good, versatile pencil skirt but a well-made piece can sometimes be hard to find. That’s where the","COLOUR:
NAVY"
218,https://www.runwaybandits.com/product/clothes/tops/pem-top-black,Runway Bandits,PEM TOP,SGD $35.00,"Inspired by Japanese origami, the","COLOUR:
BLACK"
219,https://www.runwaybandits.com/product/clothes/skirts/zith-skirt-wine,Runway Bandits,ZITH SKIRT,SGD $38.00,"Everybody knows that the one surefire way to look like a successful career woman is a good, versatile pencil skirt but a well-made piece can sometimes be hard to find. That’s where the","COLOUR:
WINE"
220,https://www.runwaybandits.com/product/clothes/one-piece/muska-jumpsuit-black,Runway Bandits,MUSKA JUMPSUIT,SGD $45.00,The,"COLOUR:
BLACK"
221,https://www.runwaybandits.com/product/clothes/skirts/zith-skirt-blush,Runway Bandits,ZITH SKIRT,SGD $38.00,"Everybody knows that the one surefire way to look like a successful career woman is a good, versatile pencil skirt but a well-made piece can sometimes be hard to find. That’s where the","COLOUR:
BLUSH"
222,https://www.runwaybandits.com/product/clothes/dresses/valenti-dress-dusty-violet,Runway Bandits,VALENTI DRESS,SGD $39.00,"Nipped in and flared out at all the right places, the","COLOUR:
DUSTY VIOLET"
223,https://www.runwaybandits.com/product/clothes/dresses/onille-dress-black,Runway Bandits,ONILLE DRESS,SGD $39.00,"Cut from a midweight knit fabric and designed with an angular cut in front, the","COLOUR:
BLACK"
